keyword,adj_unique
부산동명불원, 비싸다 가깝다 부드럽다 진하다 쉽다 같다 고르다 없다 크다 재미있다 깊다 작다 있다 맛있다 관계없다 좋다 어떻다 많다 
부산라벤더팜, 아쉬우다 무덥다 덜하다 맛없다 힘들다 서투르다 비리다 있다 무섭다 두껍다 어둡다 쨍하다 빠르다 조그맣다 어여쁘다 쎄다 없다 춥다 급하다 귀엽다 가볍다 아쉽다 손색없다 같다 예쁘다 그렇다 해맑다 상관없다 알차다 아름답다 잽싸다 지나치다 시리다 멋있다 놀랍다 속상하다 고르다 버겁다 찐하다 습하다 야무지다 힘겹다 안녕하다 드넓다 작다 이렇다 다 낫다 무더우다 부끄럽다 크다 고프다 넓다 맛있다 친하다 야물딱지다 수많다 아깝다 반갑다 촌스럽다 높다 아까우다 싫다 요렇다 더우다 많다 엄청나다 쉽다 시끄럽다 멀다 구리다 강하다 파라다 짠하다 진하다 귀찮다 빡세다 낡다 늦다 죠다 맑다 알맞다 정신없다 낮다 흐리다 아프다 더럽다 심하다 옳다 밝다 뜨겁다 나쁘다 어이없다 새까맣다 낯설다 르다 즐겁다 덩그러다 시덥잖다 적다 얇다 조다 깊다 재미있다 짙붉다 발다 저렇다 드물다 궂다 젊다 어지럽다 하찮다 멋지다 고맙다 길다 빨갛다 외다 재빠르다 짧다 바쁘다 어렵다 차갑다 굳다 밭다 뜬금없다 부드럽다 편하다 활기차다 드세다 어딨다 덥다 가파르다 싸다 괜찮다 배부르다 가깝다 민하다 좁다 대차다 뜨거우다 찹다 맵다 좋다 세다 새롭다 붉다 환하다 주옥같다 곱다 아무렇다 검다 서럽다 푸르다 비싸다 예뿌다 똑같다 서글프다 맛나다 재밌다 이쁘다 싶다 노랗다 어떻다 느리다 
부산롯데월드, 맛없다 힘들다 빠르다 안쓰럽다 적잖다 조그맣다 쎄다 춥다 귀엽다 힘드다 갑작스럽다 아쉽다 어림없다 같다 그렇다 상관없다 거하다 거세다 속상하다 정겹다 습하다 야무지다 별하다 힘겹다 드넓다 달큰하다 고프다 야물딱지다 무디다 기쁘다 어줍잖다 많다 얄밉다 귀찮다 죠다 소용없다 맑다 속되다 낮다 더럽다 여깄다 과하다 오래다 옳다 폭넓다 낄다 얇다 비좁다 따사롭다 조다 깊다 싱그럽다 저렇다 드물다 고맙다 하찮다 낯익다 재빠르다 심들다 짧다 굳다 뜬금없다 편하다 드세다 덥다 싸다 가파르다 굵다 감질나다 뽀얗다 어려우다 슬프다 자잔하다 시다 배고프다 검다 어마다 고리다 잇다 빨르다 땡그랗다 커다랗다 있다 없다 가볍다 머다 바르다 손색없다 알차다 묽다 멋있다 곧다 찐하다 흔하다 이렇다 부끄럽다 맛있다 친하다 아깝다 단촐하다 높다 아까우다 겉다 까맣다 싫다 따숩다 찌뿌둥하다 엄청나다 뻔하다 차가우다 구리다 어뜨다 숨차다 볼품없다 빡세다 낡다 정신없다 동그랗다 사이좋다 야하다 잘다 어떠다 새까맣다 즐겁다 무서우다 시덥잖다 나다 웁다 뼈져리다 름없다 빨갛다 빡시다 바쁘다 어두우다 귀여우다 고푸다 냅다 게으르다 가깝다 아쉽잖다 오지다 뜨거우다 씨다 새롭다 붉다 구다 짜다 쓸모없다 곱다 뒤늦다 부끄러우다 똑같다 패다 파랗다 재밌다 이쁘다 두텁다 망하다 수줍다 알맞다 아쉬우다 안타깝다 비리다 못지않다 무섭다 어둡다 쨍하다 급하다 손쉽다 추우다 색다르다 더디다 같잖다 싱겁다 착하다 뜻있다 하얗다 놀랍다 앙증맞다 아푸다 점잖다 작다 다 모지다 크다 보람차다 드럽다 잦다 추지다 격하다 메스껍다 더우다 숭하다 스럽다 세차다 쉽다 멀다 강하다 얕다 뿌옇다 줄다 흐리다 아프다 미끄러우다 심하다 뜨겁다 밝다 밉다 자리다 나쁘다 어이없다 쩔다 낯설다 뜻깊다 질기다 놉다 재미있다 어지럽다 젊다 궂다 따시다 멋지다 아낌없다 어렵다 차갑다 쓸모있다 우연찮다 배다 뜨다 쓸데없다 부드럽다 갓다 활기차다 어딨다 덧없다 고되다 그지없다 좁다 재미없다 무지하다 헐겁다 만다 거칠다 좋다 목마르다 서럽다 약하다 즐거우다 비싸다 어설프다 예뿌다 지겹다 깜다 밤늦다 까지다 느리다 장하다 덜하다 저리다 눈부시다 인상깊다 부럽다 두껍다 떫다 어리다 재다 해맑다 예쁘다 아름답다 설다 잽싸다 지나치다 그립다 고르다 얄짤없다 시퍼렇다 안녕하다 번거롭다 실하다 징그럽다 희다 낫다 넓다 수많다 반갑다 촌스럽다 재미나다 걸맞다 시끄럽다 틀림없다 짠하다 진하다 늦다 두서없다 뛰어나다 휑하다 흥겹다 후하다 편ㅎ다 작디작다 르다 남다르다 덩그러다 적다 무겁다 길다 차다 싸하다 가까우다 배부르다 괜찮다 따갑다 대차다 묘하다 섭하다 맵다 순하다 세다 어리석다 환하다 굴뚝같다 철없다 매우다 아무렇다 푸르다 맛나다 싶다 재수없다 짙다 넓디넓다 멋들어지다 어떻다 
부산명물횟집, 맛없다 힘들다 비리다 있다 두껍다 빠르다 없다 춥다 급하다 가볍다 아쉽다 날카롭다 색다르다 차지다 같다 예쁘다 더디다 그렇다 알차다 거하다 설다 묽다 지나치다 하얗다 멋있다 놀랍다 습하다 야무지다 흔하다 작다 이렇다 달큰하다 다 낫다 크다 넓다 맛있다 보드랍다 수많다 아깝다 정답다 높다 겉다 걸맞다 싫다 많다 엄청나다 스럽다 그만이다 쉽다 시끄럽다 멀다 강하다 죠다 늦다 맑다 아프다 심하다 과하다 오래다 옅다 실허다 나쁘다 어이없다 쩔다 낯설다 기름지다 즐겁다 르다 적다 얇다 비좁다 깊다 나다 재미있다 저렇다 고맙다 멋지다 귀하다 길다 빨갛다 짧다 바쁘다 어렵다 차갑다 부드럽다 편하다 덥다 싸다 괜찮다 굵다 지리다 가깝다 어떻다 좁다 오지다 묘하다 섭하다 맵다 순하다 좋다 세다 새롭다 곱다 더리다 비싸다 뒤늦다 끊임없다 똑같다 질다 맛나다 재밌다 이쁘다 두텁다 알맞다 
부산민주공원, 훤하다 맛없다 힘들다 빠르다 안쓰럽다 적잖다 조그맣다 쎄다 춥다 매섭다 귀엽다 힘드다 갑작스럽다 아쉽다 이롭다 심심찮다 같다 그렇다 상관없다 뜨근하다 거세다 속상하다 경사지다 정겹다 부드러우다 습하다 야무지다 힘겹다 드넓다 삐뚤다 참되다 고프다 미끄럽다 기쁘다 둥그렇다 많다 파라다 귀찮다 죠다 맑다 낮다 더럽다 과하다 오래다 옳다 기름지다 얇다 비좁다 시커멓다 싱그럽다 깊다 조다 두렵다 새차다 저렇다 드물다 하찮다 고맙다 습지다 짧다 굳다 얼큰하다 뻔질나다 뜬금없다 둥글다 편하다 드세다 덥다 싸다 가파르다 굵다 뽀얗다 어려우다 슬프다 시다 고파다 검다 배고프다 약다 기막히다 욱다 감명깊다 놀라우다 노랗다 커다랗다 있다 유별나다 없다 가볍다 흐드러지다 손색없다 알차다 멋있다 곧다 찐하다 기다랗다 흔하다 이렇다 부끄럽다 맛있다 보드랍다 아깝다 높다 아까우다 겉다 까맣다 싫다 따숩다 엄청나다 뻔하다 볼품없다 빡세다 낡다 정신없다 동그랗다 사이좋다 겹다 잘다 어떠다 즐겁다 틀리다 무서우다 나다 름없다 외지다 빨갛다 빡시다 외롭다 외다 바쁘다 귀여우다 경이롭다 가깝다 험하다 새롭다 붉다 연하다 곱다 읎다 뒤늦다 똑같다 파랗다 재밌다 힘차다 이쁘다 살갑다 수줍다 알맞다 아쉬우다 무덥다 안타깝다 비리다 못지않다 무섭다 어둡다 쨍하다 가느다 너르다 급하다 손쉽다 추우다 색다르다 머지않다 같잖다 싱겁다 착하다 하얗다 놀랍다 앙증맞다 매끄럽다 점잖다 작다 다 크다 보람차다 드럽다 잦다 더우다 스럽다 세차다 쉽다 멀다 강하다 얕다 뿌옇다 뿌여다 꼴사납다 흐리다 아프다 심하다 즐거다 해롭다 밝다 뜨겁다 옅다 나쁘다 어이없다 낯설다 칩다 뜻깊다 놉다 재미있다 슴슴하다 어지럽다 젊다 궂다 만만찮다 멋지다 귀하다 아낌없다 어렵다 차갑다 넒다 쓸데없다 부드럽다 중하다 갓다 활기차다 그지없다 민하다 좁다 재미없다 무지하다 거칠다 좋다 약하다 비싸다 어설프다 예뿌다 지겹다 서글프다 밤늦다 까지다 느리다 덜하다 저리다 눈부시다 인상깊다 부럽다 두껍다 어리다 맑디맑다 해맑다 예쁘다 아름답다 잽싸다 예뻤다 지나치다 그립다 고르다 안녕하다 번거롭다 실하다 길고길다 희다 낫다 넓다 수많다 정답다 반갑다 촌스럽다 재미나다 걸맞다 쬐그맣다 시끄럽다 틀림없다 길다랗다 두꺼우다 진하다 늦다 시답다 아름다우다 뛰어나다 휑하다 흥겹다 가늘다 가렵다 르다 적다 까다롭다 박하다 무겁다 길다 추다 차다 영락없다 난데없다 가까우다 배부르다 괜찮다 따갑다 서툴다 묘하다 섭하다 푸르르다 짝다 맵다 순하다 세다 굳세다 어리석다 환하다 굴뚝같다 무거우다 철없다 아무렇다 푸르다 끊임없다 맛나다 싶다 짙다 넓디넓다 멋들어지다 어떻다 
부산바다축제, 힘들다 있다 무섭다 빠르다 없다 춥다 급하다 귀엽다 가볍다 힘드다 아쉽다 색다르다 같다 예쁘다 그렇다 알차다 아름답다 드높다 지나치다 하얗다 멋있다 야무지다 드넓다 작다 다 낫다 크다 넓다 맛있다 수많다 높다 잦다 싫다 더우다 많다 엄청나다 멀다 강하다 귀찮다 빡세다 낡다 늦다 맑다 정신없다 아프다 흥겹다 사이좋다 뜨겁다 나쁘다 르다 즐겁다 얇다 깊다 재미있다 무겁다 저렇다 젊다 고맙다 멋지다 길다 외롭다 짧다 바쁘다 어렵다 차갑다 족하다 귀여우다 부드럽다 편하다 가까우다 덥다 싸다 괜찮다 가깝다 어떻다 좁다 재미없다 좋다 새롭다 붉다 검다 비싸다 똑같다 재밌다 이쁘다 알맞다 
부산박물관, 아쉬우다 안타깝다 힘들다 인상깊다 있다 부럽다 무섭다 어둡다 끈질기다 빠르다 조그맣다 없다 춥다 급하다 가볍다 귀엽다 갑작스럽다 아쉽다 같다 예쁘다 그렇다 상관없다 알차다 아름답다 지나치다 하얗다 멋있다 습하다 야무지다 작다 이렇다 다 낫다 크다 넓다 맛있다 수많다 아깝다 반갑다 높다 재미나다 싫다 많다 엄청나다 스럽다 쉽다 시끄럽다 멀다 강하다 얕다 진하다 늦다 맑다 알맞다 정신없다 찰지다 낮다 흐리다 아프다 심하다 과하다 밝다 나쁘다 즐겁다 르다 뜻깊다 틀리다 적다 얇다 비좁다 질기다 깊다 재미있다 저렇다 드물다 어지럽다 따시다 멋지다 길다 짧다 바쁘다 어렵다 부드럽다 편하다 덥다 싸다 괜찮다 가깝다 고되다 좁다 무지하다 찹다 슬프다 좋다 새롭다 붉다 비싸다 뒤늦다 예뿌다 파랗다 맛나다 재밌다 이쁘다 어떻다 
부산불꽃축제, 안타깝다 힘들다 있다 부럽다 못지않다 무섭다 빠르다 쎄다 없다 춥다 급하다 가볍다 힘드다 아쉽다 같다 그렇다 예쁘다 아름답다 알차다 멋있다 야무지다 작다 이렇다 다 낫다 크다 넓다 맛있다 존다 수많다 반갑다 높다 기쁘다 걸맞다 싫다 많다 엄청나다 쉽다 멀다 강하다 틀림없다 귀찮다 늦다 맑다 낮다 정신없다 심하다 밝다 나쁘다 즐겁다 르다 뜻깊다 적다 벅차다 놉다 재미있다 저렇다 젊다 멋지다 길다 짧다 어렵다 차다 차갑다 부드럽다 편하다 가까우다 갓다 어딨다 괜찮다 굵다 가깝다 고되다 좁다 어려우다 좋다 새롭다 푸르다 비싸다 뒤늦다 똑같다 이쁘다 어떻다 
부산비엔날레, 커다랗다 맛없다 힘들다 인상깊다 있다 무섭다 어둡다 빠르다 없다 춥다 급하다 귀엽다 가볍다 갑작스럽다 아쉽다 어림없다 같다 예쁘다 그렇다 머지않다 알차다 싱겁다 아름답다 지나치다 멋있다 야무지다 작다 이렇다 다 크다 고프다 넓다 맛있다 수많다 아깝다 반갑다 높다 걸맞다 많다 엄청나다 쉽다 시끄럽다 멀다 강하다 애달프다 뿌옇다 낡다 맑다 낮다 뛰어나다 아프다 과하다 밝다 뜨겁다 낯설다 르다 즐겁다 뜻깊다 적다 얇다 깊다 재미있다 무겁다 저렇다 젊다 고맙다 멋지다 귀하다 름없다 길다 짧다 바쁘다 어렵다 차갑다 부드럽다 편하다 가까우다 갓다 덥다 괜찮다 덧없다 가깝다 좁다 묘하다 어려우다 거칠다 찹다 슬프다 좋다 세다 새롭다 험하다 붉다 연하다 쓸모없다 검다 우하다 푸르다 말갛다 비싸다 똑같다 맛나다 재밌다 이쁘다 짙다 어떻다 
부산세관박물관, 아쉬우다 힘들다 정신없다 편하다 작다 인상깊다 있다 비리다 이렇다 덥다 부럽다 싸다 무섭다 괜찮다 어둡다 다 빠르다 가깝다 고되다 낫다 조그맣다 밝다 좁다 없다 크다 춥다 귀엽다 넓다 가볍다 급하다 맛있다 어려우다 나쁘다 아쉽다 좋다 새롭다 수많다 르다 아깝다 붉다 반갑다 높다 즐겁다 적다 얇다 삐뚫다 같다 그렇다 깊다 재미있다 예쁘다 알차다 아름답다 많다 비싸다 엄청나다 멋지다 뒤늦다 멋있다 길다 예뿌다 스럽다 쉽다 빨갛다 멀다 파랗다 재밌다 이쁘다 짧다 바쁘다 어렵다 얕다 알맞다 야무지다 늦다 
부산시립미술관, 아쉬우다 커다랗다 안타깝다 힘들다 저리다 인상깊다 비리다 있다 부럽다 무섭다 어둡다 빠르다 없다 춥다 급하다 가볍다 귀엽다 아쉽다 색다르다 같다 그렇다 예쁘다 알차다 아름답다 착하다 지나치다 멋있다 놀랍다 고르다 아름다다 야무지다 힘겹다 작다 값지다 이렇다 다 크다 넓다 맛있다 수많다 반갑다 높다 기쁘다 싫다 많다 엄청나다 세차다 쉽다 귀찮다 늦다 아름다우다 맑다 낮다 정신없다 흐리다 아프다 밝다 나쁘다 낯설다 즐겁다 르다 무서우다 적다 벅차다 깊다 재미있다 무겁다 저렇다 멋지다 길다 짧다 바쁘다 어렵다 차갑다 귀여우다 부드럽다 경이롭다 편하다 가까우다 덥다 싸다 괜찮다 덧없다 가깝다 좁다 재미없다 묘하다 맵다 슬프다 좋다 세다 새롭다 환하다 여럽다 검다 비싸다 높디높다 끊임없다 똑같다 지겹다 맛나다 깜다 재밌다 이쁘다 알맞다 
부산시민공원, 맛없다 훤하다 힘들다 빠르다 적잖다 조그맣다 쎄다 춥다 귀엽다 힘드다 갑작스럽다 아쉽다 가벼우다 이롭다 심심찮다 같다 그렇다 상관없다 거하다 거세다 특출나다 정겹다 부드러우다 습하다 야무지다 드넓다 삐뚤다 시렵다 달큰하다 쑥쓰럽다 고프다 기쁘다 어두다 많다 얄밉다 파라다 애달프다 귀찮다 죠다 맑다 낮다 더럽다 과하다 오래다 옳다 폭넓다 끄떡없다 기름지다 얇다 싱그럽다 깊다 괴롭다 조다 두렵다 저렇다 드물다 고맙다 하찮다 낯익다 재빠르다 짧다 굳다 뜬금없다 둥글다 편하다 드세다 덥다 싸다 가파르다 굵다 억세다 옹골차다 뽀얗다 어려우다 슬프다 배리다 올바르다 시다 검다 배고프다 말갛다 기막히다 감명깊다 노랗다 빨르다 따가우다 있다 없다 가볍다 머다 바르다 흐드러지다 손색없다 앙칼지다 알차다 묽다 멋있다 곧다 찐하다 흔하다 발갛다 이렇다 부끄럽다 맛있다 보드랍다 우습다 아깝다 높다 겉다 까맣다 싫다 따숩다 엄청나다 구리다 낡다 기차다 정신없다 동그랗다 사이좋다 잘다 어떠다 즐겁다 틀리다 나다 웁다 름없다 외지다 빡시다 빨갛다 외롭다 바쁘다 귀여우다 고푸다 가깝다 뜨거우다 믿음직스럽다 찹다 새롭다 붉다 구다 연하다 쓸모없다 곱다 읎다 심상찮다 뒤늦다 똑같다 패다 염치없다 파랗다 재밌다 힘차다 이쁘다 두텁다 수줍다 알맞다 아쉬우다 무덥다 안타깝다 쫀쫀하다 비리다 못지않다 무섭다 어둡다 쌔다 간지럽다 급하다 손쉽다 새빨갛다 추우다 색다르다 더디다 착하다 싱겁다 즐거웁다 하얗다 주의깊다 놀랍다 앙증맞다 매끄럽다 작다 다 모지다 크다 보람차다 잦다 요상하다 요렇다 더우다 스럽다 세차다 쉽다 멀다 강하다 꺼멓다 얕다 변함없다 퍼렇다 흐리다 아프다 심하다 밝다 뜨겁다 지겨우다 나쁘다 어이없다 쩔다 낯설다 칩다 뜻깊다 벅차다 질기다 놉다 재미있다 악하다 어지럽다 젊다 궂다 따시다 멋지다 귀하다 아낌없다 어렵다 차갑다 밭다 바뿌다 뜨다 부드럽다 찡하다 갓다 활기차다 어딨다 고되다 민하다 좁다 재미없다 무지하다 거칠다 좋다 주옥같다 우하다 서럽다 약하다 비싸다 예뿌다 지겹다 기똥차다 까지다 느리다 덜하다 저리다 눈부시다 인상깊다 부럽다 두껍다 떫다 어리다 해맑다 예쁘다 아름답다 설다 잽싸다 동그라다 지나치다 예뻤다 그립다 고르다 남부럽다 희망차다 번거롭다 실하다 못잖다 징그럽다 희다 낫다 물씬하다 멋쩍다 넓다 별다르다 시꺼멓다 수많다 정답다 반갑다 재미나다 걸맞다 시끄럽다 글다 틀림없다 두꺼우다 짠하다 진하다 늦다 아름다우다 뛰어나다 애처롭다 휑하다 르다 덩그러다 적다 무겁다 고우다 길다 차다 더러우다 가까우다 배부르다 괜찮다 뼈지다 따갑다 묘하다 섭하다 맵다 순하다 세다 환하다 무거우다 매우다 철없다 아무렇다 푸르다 더리다 끊임없다 맛나다 짙다 어떻다 
부산아이스링크, 맛없다 무덥다 아쉬우다 힘들다 있다 부럽다 못지않다 무섭다 안쓰럽다 빠르다 없다 춥다 급하다 가볍다 귀엽다 갑작스럽다 아쉽다 추우다 같다 그렇다 예쁘다 아름답다 알차다 예뻤다 지나치다 하얗다 부시다 멋있다 놀랍다 속상하다 매끄럽다 습하다 야무지다 드넓다 작다 이렇다 희다 다 낫다 크다 고프다 넓다 맛있다 수많다 아깝다 반갑다 높다 싫다 많다 엄청나다 쉽다 시끄럽다 멀다 강하다 귀찮다 죠다 낡다 늦다 캄캄하다 맑다 낮다 흐리다 아프다 심하다 옳다 밝다 나쁘다 잘다 즐겁다 르다 업다 적다 얇다 질기다 조다 깊다 재미있다 두렵다 저렇다 어지럽다 젊다 고맙다 멋지다 귀하다 길다 짧다 어렵다 차다 차갑다 뜨다 부드럽다 편하다 덥다 싸다 배부르다 괜찮다 굵다 가깝다 좁다 재미없다 섭하다 찹다 좋다 세다 새롭다 비싸다 예뿌다 뒤늦다 똑같다 맛나다 재밌다 이쁘다 싶다 짙다 느리다 
부산아쿠아리움, 무덥다 힘들다 눈부시다 인상깊다 있다 못지않다 무섭다 어둡다 두껍다 빠르다 쎄다 없다 춥다 급하다 귀엽다 가볍다 갑작스럽다 아쉽다 같다 예쁘다 그렇다 상관없다 아름답다 알차다 거하다 드높다 착하다 싱겁다 지나치다 하얗다 멋있다 놀랍다 고르다 앙증맞다 습하다 야무지다 힘겹다 드넓다 작다 이렇다 다 낫다 크다 넓다 맛있다 존다 수많다 아깝다 반갑다 높다 겉다 싫다 많다 엄청나다 스럽다 쉽다 시끄럽다 멀다 짠하다 진하다 귀찮다 기차다 늦다 맑다 낮다 정신없다 뛰어나다 쿠리다 아프다 심하다 뜨겁다 밝다 나쁘다 어이없다 낯설다 즐겁다 르다 적다 얇다 질기다 깊다 나다 재미있다 무겁다 고맙다 멋지다 하찮다 길다 낯익다 빨갛다 짧다 바쁘다 어렵다 쪼끄맣다 부드럽다 편하다 활기차다 덥다 싸다 배부르다 괜찮다 가깝다 좁다 무지하다 좋다 세다 새롭다 붉다 검다 비싸다 끊임없다 똑같다 파랗다 맛나다 재밌다 이쁘다 뿌하다 어떻다 
부산어린이대공원, 맛없다 훤하다 힘들다 빠르다 안쓰럽다 적잖다 조그맣다 쎄다 춥다 귀엽다 힘드다 갑작스럽다 아쉽다 어림없다 이롭다 후지다 심심찮다 같다 그렇다 상관없다 거하다 뜨근하다 거세다 정겹다 부드러우다 습하다 야무지다 힘겹다 드넓다 쑥쓰럽다 고프다 미끄럽다 기쁘다 모질다 어두다 많다 먹먹하다 우중충하다 파라다 귀찮다 죠다 촌시럽다 소용없다 맑다 낮다 찰지다 더럽다 과하다 오래다 옳다 짓궂다 끄떡없다 족다 기름지다 얇다 싱그러우다 깊다 괴롭다 두렵다 저렇다 드물다 고맙다 낯익다 재빠르다 짧다 굳다 얼큰하다 편하다 덥다 가파르다 싸다 굵다 지리다 감질나다 뽀얗다 어려우다 슬프다 올곧다 시다 검다 배고프다 약다 감명깊다 질다 노랗다 커다랗다 있다 껌다 없다 가볍다 끄덕없다 짜잔하다 바르다 손색없다 알차다 문제없다 묽다 멋있다 여리다 찐하다 흔하다 이렇다 부끄럽다 맛있다 우습다 아깝다 단촐하다 높다 아까우다 겉다 싫다 따숩다 엄청나다 뻔하다 구리다 숨차다 빡세다 낡다 기차다 정신없다 동그랗다 사이좋다 어스름하다 야하다 잘다 어떠다 즐겁다 틀리다 무서우다 나다 웁다 름없다 새하얗다 빨갛다 외롭다 바쁘다 쓰리다 귀여우다 냅다 가깝다 뜨거우다 찹다 험하다 새롭다 뻘겋다 붉다 구다 연하다 짜다 쓸모없다 곱다 뒤늦다 똑같다 파랗다 재밌다 힘차다 이쁘다 두텁다 어질다 알맞다 아쉬우다 안타깝다 비리다 못지않다 무섭다 어둡다 쨍하다 어여쁘다 너르다 간지럽다 급하다 손쉽다 추우다 색다르다 착하다 싱겁다 뜻있다 하얗다 주의깊다 놀랍다 앙증맞다 버겁다 매끄럽다 특별나다 작다 허옇다 다 횡하다 크다 메마르다 드럽다 잦다 격하다 요렇다 더우다 스럽다 세차다 쉽다 멀다 강하다 얕다 변함없다 흐리다 아프다 미끄러우다 심하다 즐거다 똥그랗다 밝다 뜨겁다 밉다 옅다 나쁘다 어이없다 쩔다 낯설다 뜻깊다 질기다 놉다 재미있다 그럴싸하다 슴슴하다 궂다 젊다 어지럽다 따시다 멋지다 귀하다 어렵다 차갑다 배다 밭다 우연찮다 뜨다 쓸데없다 부드럽다 옥다 중하다 활기차다 어딨다 덧없다 고되다 좁다 재미없다 무지하다 만다 거칠다 좋다 서럽다 약하다 비싸다 어설프다 예뿌다 자그맣다 서글프다 지겹다 기똥차다 밤늦다 느리다 덜하다 저리다 눈부시다 인상깊다 부럽다 두껍다 어리다 해맑다 예쁘다 아름답다 잽싸다 예뻤다 지나치다 그립다 고르다 새파랗다 남부럽다 안녕하다 번거롭다 징그럽다 높다랗다 실하다 희다 낫다 넓다 수많다 정답다 반갑다 재미나다 걸맞다 시끄럽다 짠하다 진하다 늦다 뛰어나다 휑하다 가늘다 가렵다 르다 남다르다 덩그러다 적다 까다롭다 무겁다 길다 추다 차다 어김없다 무시다 영락없다 가까우다 찹찹하다 배부르다 괜찮다 따갑다 줄기차다 묘하다 푸르르다 섭하다 맵다 순하다 세다 굳세다 환하다 철없다 아무렇다 푸르다 밸라다 끊임없다 맛나다 짙다 넓디넓다 재수없다 멋들어지다 저떻다 어떻다 
부산어린이워터파크_키득키득파크, 안타깝다 힘들다 있다 부럽다 무섭다 빠르다 어리다 없다 춥다 가볍다 귀엽다 아쉽다 추우다 같다 예쁘다 그렇다 알차다 문제없다 예뻤다 지나치다 멋있다 드넓다 작다 이렇다 높다랗다 희다 다 낫다 크다 넓다 맛있다 아깝다 반갑다 높다 미끄럽다 잦다 싫다 많다 엄청나다 쉽다 멀다 얕다 숨차다 귀찮다 빡세다 낡다 늦다 소용없다 맑다 낮다 동그랗다 흐리다 아프다 더럽다 심하다 옳다 뜨겁다 밝다 어이없다 낯설다 어떠다 즐겁다 르다 적다 질기다 깊다 재미있다 궂다 멋지다 길다 짧다 바쁘다 어렵다 차갑다 귀여우다 편하다 덥다 찹찹하다 싸다 가파르다 괜찮다 따갑다 가깝다 좁다 재미없다 푸르르다 좋다 험하다 새롭다 올곧다 환하다 시다 푸르다 비싸다 똑같다 파랗다 재밌다 이쁘다 
부산어묵체험관(삼진어묵), 아쉬우다 안타깝다 맛없다 힘들다 맑다 정신없다 편하다 작다 있다 심하다 괜찮다 어둡다 다 빠르다 가깝다 쎄다 좁다 없다 크다 귀엽다 넓다 맛있다 나쁘다 찹다 힘드다 아쉽다 좋다 낯설다 새롭다 수많다 뜻깊다 르다 즐겁다 촌스럽다 높다 붉다 적다 같다 예쁘다 그렇다 재미있다 걸맞다 깊다 알차다 싫다 무겁다 싱겁다 문제없다 검다 저렇다 시다 동그라다 농하다 많다 비싸다 젊다 엄청나다 지나치다 뒤늦다 멋있다 길다 똑같다 쉽다 멀다 파랗다 맛나다 속상하다 재밌다 고르다 짧다 어렵다 굳다 값싸다 귀찮다 야무지다 늦다 
부산어촌민속관, 안타깝다 힘들다 부드럽다 낮다 둥글다 편하다 가까우다 작다 있다 심하다 징그럽다 무섭다 괜찮다 어둡다 다 빠르다 가깝다 어리다 밝다 좁다 재미없다 묘하다 없다 크다 급하다 귀엽다 넓다 가볍다 고프다 맛있다 힘드다 아쉽다 좋다 잘다 새롭다 르다 붉다 반갑다 성하다 높다 즐겁다 적다 얇다 같다 깊다 예쁘다 재미있다 상관없다 알차다 싫다 저렇다 검다 배고프다 지나치다 많다 비싸다 젊다 멋지다 귀하다 멋있다 길다 우렁차다 쉽다 시끄럽다 멀다 재밌다 강하다 짧다 이쁘다 어렵다 굳다 낡다 
