keyword,adj_unique
해동 용궁사(부산), 맛없다 힘들다 듯하다 가엾다 빠르다 안쓰럽다 조그맣다 쎄다 춥다 귀엽다 힘드다 아쉽다 어림없다 이롭다 같다 그렇다 상관없다 거하다 부시다 거세다 속상하다 정겹다 부드러우다 습하다 야무지다 별하다 힘겹다 드넓다 헛되다 고프다 미끄럽다 달갑다 기쁘다 이르다 많다 파라다 귀찮다 죠다 맑다 낮다 더럽다 과하다 오래다 옳다 기름지다 얇다 비좁다 시커멓다 싱그럽다 깊다 조다 두렵다 저렇다 드물다 고맙다 하찮다 낯익다 짧다 굳다 짖궂다 얼큰하다 뜬금없다 둥글다 편하다 생뚱맞다 덥다 가파르다 싸다 굵다 뽀얗다 어려우다 슬프다 이채롭다 시다 검다 배고프다 잇다 노랗다 잘나다 당차다 커다랗다 있다 답다 없다 가볍다 바르다 알차다 문제없다 시리다 멋있다 곧다 궃다 찐하다 깨달다 옛스럽다 흔하다 이렇다 부끄럽다 맛있다 우습다 아깝다 단촐하다 높다 겉다 꾸지다 빡쎄다 까맣다 싫다 따숩다 엄청나다 추하다 구리다 빡세다 낡다 기차다 정신없다 동그랗다 사이좋다 야하다 잘다 새까맣다 어떠다 즐겁다 틀리다 무서우다 나다 웁다 름없다 빨갛다 외롭다 외다 바쁘다 험상궂다 어두우다 귀여우다 경이롭다 냅다 가깝다 오지다 뜨거우다 찹다 험하다 새롭다 뻘겋다 붉다 구다 연하다 곱다 읎다 뒤늦다 똑같다 파랗다 재밌다 힘차다 이쁘다 살갑다 검붉다 수줍다 알맞다 아쉬우다 안타깝다 쫀쫀하다 무덥다 비리다 못지않다 무섭다 어둡다 쌔다 쨍하다 빼어나다 가느다 급하다 손쉽다 날카롭다 색다르다 더디다 머지않다 감탄스럽다 착하다 싱겁다 뜻있다 하얗다 주의깊다 놀랍다 호되다 앙증맞다 아푸다 벌거다 특별나다 작다 다 그리우다 크다 무르다 버릇없다 요렇다 새초롬하다 더우다 스럽다 세차다 쉽다 멀다 강하다 얕다 변함없다 뿌옇다 여유있다 흐리다 아프다 미끄러우다 심하다 즐거다 싸납다 밝다 뜨겁다 건방지다 자리다 나쁘다 어이없다 쩔다 낯설다 뜻깊다 질기다 재미있다 없다다 그럴싸하다 궂다 젊다 어지럽다 멋지다 귀하다 어렵다 차갑다 우연찮다 뜨다 부드럽다 갓다 활기차다 어딨다 덧없다 그지없다 고되다 좁다 재미없다 무지하다 언짢다 만다 거칠다 좋다 목마르다 따스다 약하다 비싸다 어설프다 예뿌다 지겹다 깜다 밤늦다 까지다 느리다 덜하다 눈부시다 인상깊다 부럽다 두껍다 재다 새로우다 예쁘다 아름답다 잽싸다 지나치다 그립다 애닯다 고르다 얄짤없다 새파랗다 남부럽다 안녕하다 번거롭다 실하다 징그럽다 낫다 넓다 수많다 반갑다 촌스럽다 부질없다 재미나다 걸맞다 시끄럽다 섣부르다 틀림없다 길다랗다 영하다 짠하다 진하다 늦다 아름다우다 뛰어나다 좁디좁다 휑하다 가늘다 새카맣다 르다 남다르다 덩그러다 적다 박하다 무겁다 길다 어떻하다 차다 가까우다 배부르다 괜찮다 따갑다 형편없다 대차다 묘하다 섭하다 푸르르다 맵다 세다 굳세다 어리석다 환하다 매우다 아무렇다 푸르다 끊임없다 맛나다 싶다 짙다 재수없다 멋들어지다 어떻다 
해동성취사, 힘들다 부드럽다 작다 있다 괜찮다 없다 크다 넓다 맛있다 좋다 새롭다 높다 적다 깊다 같다 예쁘다 아름답다 많다 멋지다 길다 지겹다 재밌다 짧다 굳다 귀찮다 늦다 
해리단길, 맛없다 힘들다 빠르다 조그맣다 쎄다 춥다 귀엽다 힘드다 갑작스럽다 아쉽다 같다 그렇다 상관없다 거하다 부시다 정겹다 부드러우다 습하다 야무지다 드넓다 시렵다 값지다 달큰하다 고프다 존다 야물딱지다 기쁘다 둥그렇다 많다 파라다 귀찮다 죠다 맑다 낮다 더럽다 여깄다 과하다 오래다 옳다 기름지다 얇다 비좁다 시커멓다 조다 깊다 괴롭다 저렇다 고맙다 하찮다 재빠르다 짧다 굳다 얼큰하다 뻔질나다 뜬금없다 둥글다 편하다 드세다 덥다 싸다 가파르다 굵다 옹골차다 뽀얗다 어려우다 슬프다 시다 배고프다 검다 어마다 노랗다 커다랗다 있다 유별나다 없다 가볍다 머다 바르다 손색없다 알차다 드높다 묽다 시리다 둏다 멋있다 찐하다 깨달다 흔하다 이렇다 부끄럽다 맛있다 친하다 보드랍다 우습다 단촐하다 아깝다 높다 아까우다 겉다 까맣다 싫다 엄청나다 차가우다 뻔하다 구리다 빡세다 낡다 기차다 정신없다 동그랗다 사이좋다 야하다 잘다 어떠다 새까맣다 즐겁다 틀리다 나다 웁다 름없다 새하얗다 우렁차다 벌겋다 빨갛다 빡시다 외롭다 바쁘다 어두우다 귀여우다 게으르다 고풍스럽다 가깝다 오지다 뜨거우다 쉬우다 찹다 새롭다 붉다 구다 연하다 짜다 쓸모없다 곱다 뒤늦다 똑같다 파랗다 재밌다 힘차다 이쁘다 살갑다 고렇다 숱하다 수줍다 알맞다 아쉬우다 안타깝다 비리다 못지않다 무섭다 어둡다 힘없다 급하다 손쉽다 새빨갛다 추우다 색다르다 머지않다 착하다 싱겁다 뜻있다 하얗다 놀랍다 호되다 앙증맞다 아푸다 작다 다 모지다 그리우다 크다 까다로우다 요렇다 더우다 스럽다 세차다 터무니없다 쉽다 으뜨다 멀다 강하다 변함없다 뿌옇다 흐리다 아프다 심하다 뜨겁다 밝다 밉다 지겨우다 자리다 나쁘다 어이없다 쩔다 낯설다 뜻깊다 벅차다 질기다 놉다 재미있다 슴슴하다 그럴싸하다 궂다 젊다 어지럽다 만만찮다 귀하다 멋지다 어렵다 차갑다 해로우다 우연찮다 바뿌다 헤프다 뜨다 쓸데없다 부드럽다 옥다 갓다 활기차다 어딨다 덧없다 좁다 재미없다 무지하다 거칠다 좋다 그러하다 주옥같다 속상허다 서럽다 우하다 약하다 비싸다 어설프다 예뿌다 자그맣다 지겹다 깜다 기똥차다 느리다 귀찬다 덜하다 저리다 눈부시다 인상깊다 부럽다 걷다 두껍다 독하다 떫다 해맑다 예쁘다 아름답다 설다 잽싸다 예뻤다 지나치다 그립다 고르다 안녕하다 징그럽다 실하다 많고많다 희다 낫다 넓다 수많다 반갑다 촌스럽다 부질없다 재미나다 걸맞다 시끄럽다 틀림없다 진하다 늦다 뛰어나다 휑하다 가늘다 후하다 가렵다 르다 남다르다 덩그러다 적다 까다롭다 무겁다 길다 지다 차다 더러우다 가까우다 배부르다 괜찮다 따갑다 형편없다 묘하다 푸르르다 섭하다 짝다 맵다 순하다 세다 환하다 무거우다 굴뚝같다 여럽다 철없다 아무렇다 푸르다 높디높다 맛나다 싶다 짙다 어떻다 
해목, 맛없다 아쉬우다 힘들다 비리다 있다 못지않다 무섭다 두껍다 빠르다 조그맣다 없다 춥다 급하다 가볍다 귀엽다 힘드다 아쉽다 같다 예쁘다 그렇다 상관없다 알차다 착하다 멋있다 놀랍다 고르다 야무지다 옛스럽다 작다 실하다 이렇다 징그럽다 다 낫다 크다 넓다 맛있다 우습다 수많다 아깝다 정답다 높다 기쁘다 겉다 싫다 더우다 많다 엄청나다 스럽다 쉽다 멀다 강하다 귀찮다 죠다 낡다 늦다 맑다 정신없다 흐리다 아프다 더럽다 옳다 밝다 나쁘다 기름지다 르다 즐겁다 덩그러다 적다 얇다 비좁다 깊다 나다 재미있다 웁다 멋지다 길다 짧다 바쁘다 어렵다 차다 차갑다 부드럽다 편하다 갓다 덥다 싸다 배부르다 괜찮다 가깝다 고되다 좁다 오지다 무지하다 어려우다 맵다 슬프다 좋다 세다 약다 더리다 비싸다 똑같다 파랗다 맛나다 재밌다 이쁘다 밤늦다 느리다 
해물왕창칼국수, 맛없다 아쉬우다 안타깝다 힘들다 눈부시다 비리다 있다 못지않다 무섭다 빠르다 없다 춥다 급하다 귀엽다 가볍다 힘드다 아쉽다 추우다 머다 같다 그렇다 예쁘다 알차다 아름답다 착하다 싱겁다 잽싸다 예뻤다 지나치다 그립다 멋있다 고르다 고다 습하다 야무지다 힘겹다 흔하다 작다 이렇다 다 낫다 부끄럽다 크다 고프다 넓다 맛있다 수많다 반갑다 높다 걸맞다 싫다 많다 엄청나다 쉽다 멀다 글다 귀찮다 늦다 맑다 동그랗다 흐리다 아프다 가득차다 심하다 밝다 나쁘다 어이없다 잘다 르다 즐겁다 적다 얇다 조다 깊다 나다 저렇다 웁다 고맙다 멋지다 하찮다 길다 빨갛다 짧다 바쁘다 차갑다 부드럽다 둥글다 편하다 덥다 배부르다 싸다 괜찮다 가깝다 오지다 좁다 묘하다 대차다 어려우다 맵다 슬프다 좋다 새롭다 붉다 연하다 수집다 아무렇다 푸르다 배고프다 읎다 비싸다 예뿌다 뒤늦다 똑같다 맛나다 재밌다 힘차다 이쁘다 싶다 기똥차다 어떻다 느리다 
해성막창집 본점, 덜하다 힘들다 있다 부럽다 무섭다 어둡다 빠르다 쎄다 없다 춥다 급하다 귀엽다 가볍다 힘드다 아쉽다 같다 그렇다 예쁘다 알차다 싱겁다 지나치다 찐하다 습하다 야무지다 작다 실하다 다 크다 고프다 넓다 맛있다 수많다 높다 싫다 더우다 많다 엄청나다 스럽다 쉽다 멀다 귀찮다 죠다 뿌옇다 늦다 소용없다 맑다 낮다 흐리다 심하다 과하다 사이좋다 뜨겁다 나쁘다 기름지다 잘다 르다 즐겁다 적다 얇다 질기다 깊다 무겁다 저렇다 야물다 어지럽다 젊다 고맙다 름없다 길다 노오랗다 짧다 바쁘다 어렵다 차갑다 부드럽다 편하다 갓다 덥다 배부르다 괜찮다 굵다 좁다 섭하다 맵다 좋다 세다 환하다 시다 비싸다 똑같다 맛나다 재밌다 이쁘다 저떻다 수줍다 어떻다 느리다 
해성막창집 센텀점, 맛없다 안타깝다 덜하다 힘들다 비리다 있다 부럽다 두껍다 빠르다 쎄다 없다 춥다 귀엽다 가볍다 아쉽다 같다 그렇다 예쁘다 알차다 싱겁다 아름답다 야무지다 작다 실하다 다 크다 고프다 넓다 맛있다 수많다 반갑다 높다 걸맞다 싫다 많다 엄청나다 쉽다 멀다 귀찮다 죠다 뿌옇다 늦다 맑다 낮다 흐리다 심하다 과하다 사이좋다 옳다 뜨겁다 나쁘다 야하다 낯설다 잘다 기름지다 르다 즐겁다 남다르다 적다 벅차다 얇다 질기다 깊다 재미있다 저렇다 야물다 어지럽다 고맙다 름없다 길다 새하얗다 바쁘다 어렵다 차다 뜨다 부드럽다 편하다 갓다 덥다 싸다 배부르다 괜찮다 굵다 가깝다 좁다 섭하다 맵다 좋다 세다 시다 비싸다 똑같다 맛나다 재밌다 수줍다 알맞다 
해안누리길 몰운대길, 아쉬우다 힘들다 눈부시다 있다 부럽다 빠르다 쎄다 없다 춥다 급하다 가볍다 힘드다 아쉽다 색다르다 같다 그렇다 예쁘다 상관없다 아름답다 지나치다 주의깊다 거세다 멋있다 실없다 정겹다 야무지다 드넓다 작다 길고길다 다 낫다 부끄럽다 크다 식다 넓다 맛있다 보드랍다 수많다 정답다 높다 기쁘다 걸맞다 싫다 많다 엄청나다 스럽다 세차다 쉽다 멀다 강하다 얕다 귀찮다 낡다 늦다 맑다 낮다 흐리다 더럽다 심하다 사이좋다 밝다 나쁘다 어이없다 르다 즐겁다 덩그러다 적다 비좁다 깊다 나다 재미있다 저렇다 드물다 젊다 멋지다 습지다 길다 짧다 어렵다 차갑다 편하다 중하다 덥다 괜찮다 가깝다 좁다 묘하다 푸르르다 좋다 세다 새롭다 붉다 환하다 아무렇다 여무지다 비싸다 뒤늦다 똑같다 파랗다 이쁘다 넓디넓다 짙다 어떻다 어처구니없다 
해양스포츠교실, 안타깝다 힘들다 있다 무섭다 빠르다 쎄다 어리다 없다 귀엽다 가볍다 아쉽다 색다르다 같다 그렇다 예쁘다 상관없다 아름답다 하얗다 찐하다 힘겹다 작다 이렇다 희다 다 크다 넓다 맛있다 수많다 아깝다 반갑다 높다 미끄럽다 아까우다 싫다 많다 스럽다 쉽다 멀다 얕다 귀찮다 늦다 맑다 낮다 심하다 해롭다 밝다 지겨우다 겹다 나쁘다 낯설다 르다 즐겁다 뜻깊다 무서우다 깊다 재미있다 발다 무겁다 저렇다 드물다 어지럽다 젊다 궂다 고맙다 멋지다 길다 어떻하다 빡시다 짧다 어렵다 편하다 고푸다 활기차다 어딨다 덥다 싸다 괜찮다 가깝다 좁다 어려우다 슬프다 좋다 세다 새롭다 배고프다 파랗다 맛나다 힘차다 재밌다 싶다 이쁘다 어떻다 
해양환경공단 해양환경교육원(부산), 안녕하다 안타깝다 쓸데없다 힘들다 맑다 편하다 아프다 작다 있다 이렇다 덥다 무섭다 괜찮다 다 빠르다 선하다 쎄다 밝다 뜨겁다 좁다 없다 크다 급하다 귀엽다 넓다 가볍다 맛있다 어이없다 거칠다 아쉽다 좋다 세다 수많다 어떠다 르다 즐겁다 붉다 아깝다 높다 힘겹다 잦다 적다 기쁘다 뜻깊다 빡세다 같다 까다롭다 나다 예쁘다 깊다 그렇다 곱다 알차다 아름답다 싫다 거하다 저렇다 검다 푸르다 많다 젊다 끊임없다 똑같다 길다 시끄럽다 멀다 재밌다 짧다 어렵다 수줍다 어떻다 습하다 야무지다 늦다 
해운대 가야밀면, 맛없다 힘들다 비리다 있다 무섭다 빠르다 쎄다 없다 급하다 귀엽다 가볍다 아쉽다 같다 그렇다 예쁘다 상관없다 아름답다 싱겁다 알차다 잽싸다 멋있다 앙증맞다 정겹다 야무지다 작다 높다랗다 이렇다 달큰하다 다 크다 고프다 넓다 맛있다 아깝다 높다 아까우다 미끄럽다 싫다 많다 엄청나다 쉽다 멀다 길다랗다 진하다 귀찮다 늦다 맑다 정신없다 아프다 심하다 가늘다 똥그랗다 밝다 옅다 나쁘다 어이없다 잘다 낯설다 르다 덩그러다 적다 얇다 질기다 깊다 재미있다 슴슴하다 젊다 멋지다 길다 빨갛다 짧다 어렵다 차갑다 부드럽다 편하다 생뚱맞다 덥다 싸다 배부르다 괜찮다 굵다 가깝다 좁다 묘하다 조마조마하다 맵다 슬프다 좋다 세다 환하다 시다 아무렇다 배고프다 비싸다 파랗다 맛나다 재밌다 이쁘다 쿰쿰하다 검붉다 어떻다 느리다 
해운대 그린레일웨이 (미포~송정 구간), 맛없다 훤하다 힘들다 빠르다 안쓰럽다 조그맣다 쎄다 춥다 귀엽다 힘드다 갑작스럽다 아쉽다 관계없다 심심찮다 가열차다 같다 그렇다 상관없다 거침없다 거세다 정겹다 습하다 야무지다 힘겹다 드넓다 값지다 희뿌옇다 고프다 존다 달갑다 미끄럽다 많다 먹먹하다 얄밉다 파라다 귀찮다 죠다 맑다 낮다 더럽다 과하다 오래다 옳다 낄다 희부옇다 얇다 비좁다 깊다 두렵다 저렇다 드물다 고맙다 낯익다 재빠르다 짧다 굳다 뜬금없다 둥글다 편하다 생뚱맞다 덥다 싸다 가파르다 굵다 지리다 감질나다 뽀얗다 어려우다 슬프다 시다 검다 배고프다 노랗다 잘나다 커다랗다 있다 누렇다 없다 가볍다 짜잔하다 머다 바르다 흐드러지다 손색없다 알차다 드높다 묽다 시리다 멋있다 찐하다 깨달다 흔하다 이렇다 부끄럽다 맛있다 보드랍다 친하다 우습다 아깝다 높다 아까우다 쪼그맣다 겉다 싫다 엄청나다 뻔하다 차가우다 빡세다 낡다 기차다 정신없다 동그랗다 사이좋다 가없다 잘다 어떠다 즐겁다 틀리다 무서우다 나다 머얼다 웁다 름없다 벌겋다 우렁차다 빡시다 빨갛다 외롭다 바쁘다 어두우다 귀여우다 경이롭다 게으르다 가깝다 오지다 씨다 찹다 새롭다 붉다 구다 연하다 곱다 뒤늦다 끝없다 똑같다 파랗다 재밌다 힘차다 이쁘다 살갑다 숱하다 수줍다 알맞다 아쉬우다 안타깝다 무덥다 못지않다 무섭다 어둡다 쌔다 쨍하다 빼어나다 가느다 급하다 추우다 날카롭다 색다르다 머지않다 싱겁다 착하다 하얗다 놀랍다 앙증맞다 매끄럽다 작다 다 그리우다 크다 보람차다 드럽다 잦다 요렇다 더우다 스럽다 세차다 쉽다 멀다 강하다 얕다 뿌옇다 흐리다 아프다 미끄러우다 심하다 밝다 뜨겁다 밉다 옅다 자리다 나쁘다 구지다 낯설다 칩다 뜻깊다 벅차다 질기다 놉다 재미있다 없다다 슴슴하다 궂다 젊다 어지럽다 만만찮다 멋지다 귀하다 어렵다 차갑다 우연찮다 밭다 족하다 쓸데없다 부드럽다 기다 활기차다 갓다 어딨다 그지없다 고되다 좁다 재미없다 무지하다 거칠다 좋다 주옥같다 서럽다 약하다 비싸다 예뿌다 자그맣다 지겹다 까지다 값싸다 번거로우다 느리다 장하다 덜하다 저리다 눈부시다 인상깊다 부럽다 두껍다 구찮다 예쁘다 조그만하다 아름답다 설다 잽싸다 예뻤다 지나치다 그립다 고르다 안녕하다 번거롭다 징그럽다 실하다 희다 낫다 넓다 수많다 반갑다 촌스럽다 재미나다 걸맞다 심술궂다 시끄럽다 틀림없다 짠하다 진하다 늦다 시답다 아름다우다 뛰어나다 빤하다 휑하다 흥겹다 가늘다 르다 덩그러다 적다 까다롭다 무겁다 길다 차다 영락없다 가까우다 헐벗다 배부르다 괜찮다 따갑다 대차다 후덥다 묘하다 푸르르다 섭하다 맵다 부러우다 세다 어리석다 환하다 무거우다 철없다 아무렇다 푸르다 맛나다 싶다 짙다 어떻다 
