keyword,adj_102
감만시민공원,힘들다 편하다 작다 있다 다 쎄다 없다 크다 맛있다 아쉽다 좋다 르다 붉다 뜻깊다 높다 환하다 같다 예쁘다 검다 많다 뒤늦다 예뿌다 길다 쉽다 재밌다
감지해변,맛없다 아쉬우다 커다랗다 안타깝다 힘들다 덜하다 눈부시다 비리다 인상깊다 있다 부럽다 못지않다 무섭다 어둡다 빠르다 쎄다 어리다 없다 춥다 급하다 가볍다 귀엽다 손쉽다 갑작스럽다 힘드다 아쉽다 색다르다 그렇다 같다 예쁘다 해맑다 상관없다 알차다 아름답다 착하다 싱겁다 잽싸다 지나치다 하얗다 그립다 멋있다 놀랍다 고르다 찐하다 정겹다 습하다 야무지다 힘겹다 흔하다 안녕하다 드넓다 작다 이렇다 실하다 희다 다 낫다 부끄럽다 크다 고프다 넓다 맛있다 수많다 아깝다 반갑다 높다 기쁘다 겉다 까맣다 걸맞다 싫다 더우다 많다 엄청나다 스럽다 세차다 쉽다 시끄럽다 멀다 강하다 틀림없다 얕다 진하다 귀찮다 빡세다 낡다 늦다 죠다 맑다 알맞다 낮다 정신없다 뛰어나다 동그랗다 흐리다 아프다 더럽다 심하다 사이좋다 과하다 오래다 뜨겁다 밝다 나쁘다 어이없다 쩔다 낯설다 잘다 어떠다 르다 즐겁다 틀리다 기름지다 적다 얇다 비좁다 질기다 조다 깊다 나다 재미있다 무겁다 저렇다 궂다 젊다 웁다 어지럽다 고맙다 멋지다 귀하다 하찮다 길다 빨갛다 외롭다 재빠르다 짧다 바쁘다 어렵다 차갑다 굳다 차다 귀여우다 뜨다 쓸데없다 뜬금없다 부드럽다 편하다 가까우다 갓다 활기차다 어딨다 덥다 싸다 배부르다 괜찮다 가파르다 굵다 따갑다 가깝다 좁다 묘하다 재미없다 무지하다 섭하다 거칠다 맵다 슬프다 좋다 세다 새롭다 찹다 붉다 연하다 환하다 곱다 시다 아무렇다 검다 배고프다 푸르다 약하다 비싸다 예뿌다 뒤늦다 똑같다 파랗다 맛나다 힘차다 재밌다 이쁘다 짙다 노랗다 어떻다
감천문화마을골목축제,힘들다 있다 부럽다 무섭다 어둡다 빠르다 없다 춥다 급하다 가볍다 귀엽다 아쉽다 같다 예쁘다 그렇다 아름답다 알차다 착하다 지나치다 하얗다 멋있다 놀랍다 정겹다 야무지다 흔하다 작다 다 낫다 크다 넓다 맛있다 반갑다 높다 재미나다 걸맞다 많다 엄청나다 쉽다 시끄럽다 멀다 낡다 늦다 맑다 정신없다 아프다 밝다 뜨겁다 나쁘다 르다 즐겁다 적다 비좁다 재미있다 젊다 멋지다 길다 짧다 바쁘다 어렵다 굳다 부드럽다 편하다 가까우다 어딨다 덥다 괜찮다 좁다 거칠다 좋다 새롭다 붉다 약하다 비싸다 뒤늦다 똑같다 맛나다 재밌다 이쁘다
강서낙동강변30리벚꽃축제,안타깝다 힘들다 있다 부럽다 무섭다 어둡다 빠르다 없다 춥다 귀엽다 가볍다 급하다 아쉽다 같다 그렇다 예쁘다 아름답다 멋있다 앙증맞다 찐하다 드넓다 작다 다 부끄럽다 크다 넓다 맛있다 수많다 높다 싫다 많다 엄청나다 쉽다 시끄럽다 멀다 귀찮다 죠다 늦다 맑다 낮다 정신없다 흐리다 아프다 오래다 밝다 나쁘다 즐겁다 르다 적다 깊다 무겁다 멋지다 길다 짧다 어렵다 편하다 갓다 괜찮다 가깝다 좁다 좋다 새롭다 붉다 곱다 예뿌다 똑같다 맛나다 이쁘다 노랗다 짙다
개금밀면,맛없다 아쉬우다 덜하다 힘들다 눈부시다 있다 어둡다 빠르다 쎄다 없다 급하다 가볍다 귀엽다 아쉽다 색다르다 같다 예쁘다 그렇다 알차다 아름답다 지나치다 멋있다 놀랍다 습하다 야무지다 안녕하다 작다 이렇다 다 크다 고프다 넓다 맛있다 수많다 높다 기쁘다 겉다 싫다 더우다 많다 엄청나다 쉽다 시끄럽다 멀다 강하다 진하다 귀찮다 늦다 맑다 낮다 아프다 심하다 과하다 옳다 뜨겁다 밝다 나쁘다 쩔다 르다 적다 얇다 질기다 조다 깊다 재미있다 무겁다 저렇다 고맙다 멋지다 길다 짧다 바쁘다 어렵다 차갑다 부드럽다 편하다 덥다 싸다 괜찮다 가깝다 좁다 맵다 슬프다 세다 좋다 비싸다 똑같다 맛나다 재밌다 이쁘다 알맞다
개미집 본점,맛없다 아쉬우다 맑다 힘들다 부드럽다 편하다 작다 있다 부럽다 이렇다 덥다 실하다 싸다 오래다 괜찮다 다 빠르다 가깝다 낫다 밝다 쎄다 좁다 없다 크다 급하다 귀엽다 넓다 섭하다 고프다 맛있다 늦다 맵다 아쉽다 좋다 낯설다 붉다 르다 높다 적다 얇다 같다 깊다 그렇다 예쁘다 알차다 착하다 배고프다 슴슴하다 많다 하얗다 젊다 엄청나다 뒤늦다 멋있다 놀랍다 길다 재밌다 힘차다 이쁘다 귀찮다 차다 정겹다 진하다 야무지다
갤러리 ERD 부산,힘들다 편하다 작다 있다 심하다 덥다 무섭다 다 밝다 없다 크다 귀엽다 맛있다 좋다 새롭다 르다 즐겁다 적다 같다 예쁘다 깊다 걸맞다 지나치다 많다 멋지다 멋있다 재빠르다 이쁘다 짧다 귀찮다 야무지다 늦다
거대갈비,맛없다 아쉬우다 힘들다 인상깊다 있다 부럽다 못지않다 무섭다 두껍다 빠르다 없다 춥다 급하다 귀엽다 가볍다 아쉽다 같다 그렇다 예쁘다 상관없다 아름답다 알차다 싱겁다 잽싸다 지나치다 하얗다 멋있다 놀랍다 찐하다 야무지다 작다 이렇다 징그럽다 다 낫다 크다 고프다 넓다 맛있다 아깝다 높다 싫다 많다 엄청나다 쉽다 시끄럽다 멀다 강하다 진하다 귀찮다 빡세다 늦다 맑다 정신없다 낮다 뛰어나다 흐리다 아프다 심하다 밝다 나쁘다 즐겁다 르다 적다 얇다 질기다 깊다 나다 재미있다 무겁다 저렇다 슴슴하다 궂다 어지럽다 젊다 멋지다 길다 짧다 바쁘다 어렵다 굳다 쓸데없다 뜬금없다 부드럽다 편하다 갓다 어딨다 덥다 싸다 배부르다 괜찮다 가깝다 뽀얗다 좁다 무지하다 슬프다 맵다 좋다 시다 아무렇다 푸르다 약하다 비싸다 예뿌다 뒤늦다 똑같다 맛나다 재밌다 이쁘다 알맞다
고래사어묵,맛없다 아쉬우다 힘들다 비리다 있다 부럽다 무섭다 빠르다 쎄다 없다 급하다 귀엽다 가볍다 아쉽다 같다 그렇다 예쁘다 상관없다 알차다 잽싸다 지나치다 멋있다 고르다 앙증맞다 습하다 야무지다 흔하다 작다 실하다 이렇다 다 크다 고프다 넓다 맛있다 수많다 아깝다 반갑다 높다 겉다 재미나다 싫다 많다 엄청나다 쉽다 멀다 얕다 진하다 귀찮다 늦다 맑다 정신없다 동그랗다 흐리다 심하다 밝다 뜨겁다 나쁘다 잘다 낯설다 르다 적다 얇다 깊다 나다 재미있다 무겁다 저렇다 젊다 웁다 고맙다 멋지다 길다 빨갛다 짧다 바쁘다 차갑다 뜨다 부드럽다 편하다 활기차다 덥다 싸다 배부르다 괜찮다 굵다 가깝다 어떻다 좁다 찹다 맵다 슬프다 좋다 세다 검다 비싸다 예뿌다 뒤늦다 똑같다 파랗다 맛나다 재밌다 이쁘다 짙다 알맞다
고옥,아쉬우다 안타깝다 맛없다 힘들다 비리다 있다 부럽다 무섭다 빠르다 쎄다 없다 춥다 급하다 가볍다 귀엽다 힘드다 아쉽다 손색없다 같다 예쁘다 그렇다 상관없다 알차다 아름답다 착하다 싱겁다 잽싸다 멋있다 고르다 찐하다 야무지다 흔하다 안녕하다 작다 이렇다 다 크다 고프다 넓다 맛있다 반갑다 높다 기쁘다 걸맞다 싫다 많다 엄청나다 쉽다 멀다 강하다 틀림없다 귀찮다 낡다 늦다 맑다 흐리다 과하다 나쁘다 어이없다 낯설다 잘다 기름지다 르다 적다 얇다 조다 깊다 나다 재미있다 저렇다 젊다 길다 짧다 차다 부드럽다 편하다 덥다 괜찮다 가깝다 어떻다 좁다 슬프다 좋다 세다 새롭다 검다 배고프다 약하다 비싸다 똑같다 맛나다 재밌다 이쁘다 알맞다
곰내연밭,힘들다 비리다 있다 못지않다 무섭다 두껍다 빠르다 없다 귀엽다 가볍다 힘드다 아쉽다 색다르다 같다 그렇다 예쁘다 아름답다 착하다 멋있다 놀랍다 앙증맞다 찐하다 정겹다 습하다 흔하다 드넓다 작다 징그럽다 다 낫다 크다 고프다 넓다 맛있다 수많다 반갑다 높다 잦다 싫다 더우다 많다 엄청나다 쉽다 강하다 얕다 진하다 귀찮다 낡다 늦다 맑다 흐리다 나쁘다 즐겁다 르다 남다르다 적다 얇다 깊다 재미있다 슴슴하다 멋지다 길다 재빠르다 짧다 바쁘다 어렵다 부드럽다 편하다 덥다 가파르다 괜찮다 굵다 가깝다 좁다 무지하다 맵다 좋다 세다 곱다 시다 푸르다 약하다 뒤늦다 똑같다 맛나다 재밌다 이쁘다 수줍다
공극샌드커피,맛없다 커다랗다 아쉬우다 힘들다 안타깝다 비리다 있다 부럽다 빠르다 쎄다 없다 춥다 급하다 가볍다 귀엽다 아쉽다 같다 예쁘다 그렇다 아름답다 알차다 착하다 잽싸다 멋있다 찐하다 습하다 야무지다 드넓다 작다 이렇다 다 크다 고프다 넓다 맛있다 높다 겉다 싫다 더우다 많다 엄청나다 쉽다 멀다 진하다 늦다 맑다 낮다 흐리다 옳다 밝다 나쁘다 즐겁다 르다 적다 조다 재미있다 저렇다 슴슴하다 젊다 고맙다 멋지다 길다 짧다 바쁘다 어렵다 뜨다 뜬금없다 편하다 가까우다 덥다 배부르다 괜찮다 가깝다 좁다 거칠다 맵다 좋다 세다 새롭다 붉다 환하다 시다 푸르다 비싸다 예뿌다 똑같다 파랗다 맛나다 재밌다 이쁘다 알맞다
공수어촌체험마을,맛없다 힘들다 빠르다 조그맣다 쎄다 춥다 귀엽다 힘드다 갑작스럽다 아쉽다 같다 그렇다 상관없다 정겹다 습하다 야무지다 힘겹다 드넓다 고프다 기쁘다 많다 귀찮다 죠다 맑다 낮다 더럽다 과하다 오래다 옳다 기름지다 얇다 비좁다 조다 깊다 저렇다 드물다 고맙다 하찮다 재빠르다 짧다 굳다 편하다 덥다 싸다 가파르다 굵다 뽀얗다 어려우다 슬프다 시다 검다 배고프다 노랗다 커다랗다 있다 없다 가볍다 손색없다 알차다 멋있다 찐하다 흔하다 이렇다 부끄럽다 맛있다 아깝다 높다 겉다 까맣다 싫다 엄청나다 빡세다 낡다 정신없다 동그랗다 사이좋다 잘다 어떠다 즐겁다 틀리다 나다 웁다 빨갛다 외롭다 바쁘다 귀여우다 가깝다 찹다 험하다 새롭다 붉다 연하다 곱다 뒤늦다 똑같다 파랗다 재밌다 힘차다 이쁘다 수줍다 알맞다 아쉬우다 안타깝다 비리다 못지않다 무섭다 어둡다 급하다 손쉽다 색다르다 착하다 싱겁다 하얗다 놀랍다 앙증맞다 작다 다 크다 잦다 더우다 스럽다 세차다 쉽다 멀다 강하다 얕다 뿌옇다 흐리다 아프다 심하다 밝다 뜨겁다 나쁘다 낯설다 뜻깊다 질기다 재미있다 궂다 젊다 어지럽다 멋지다 귀하다 어렵다 차갑다 우연찮다 뜨다 쓸데없다 부드럽다 활기차다 어딨다 좁다 재미없다 무지하다 거칠다 좋다 약하다 비싸다 예뿌다 지겹다 느리다 덜하다 눈부시다 인상깊다 부럽다 두껍다 어리다 해맑다 예쁘다 아름답다 잽싸다 지나치다 그립다 고르다 안녕하다 징그럽다 실하다 희다 낫다 넓다 수많다 반갑다 재미나다 걸맞다 시끄럽다 틀림없다 진하다 늦다 뛰어나다 르다 남다르다 적다 무겁다 길다 차다 가까우다 배부르다 괜찮다 따갑다 묘하다 섭하다 맵다 세다 환하다 아무렇다 푸르다 맛나다 짙다 어떻다
관수옥과 초량왜관 터,드넓다 힘들다 맑다 낮다 편하다 작다 있다 이렇다 싸다 괜찮다 어둡다 다 빠르다 옳다 가깝다 좁다 없다 크다 가볍다 넓다 나쁘다 아쉽다 좋다 새롭다 수많다 르다 높다 잦다 적다 같다 그렇다 깊다 까맣다 재미있다 곱다 싫다 상관없다 저렇다 드물다 많다 젊다 비싸다 엄청나다 똑같다 길다 쉽다 느리다 멀다 강하다 짧다 어렵다 어떻다 늦다
관음사,맛없다 안타깝다 힘들다 있다 부럽다 못지않다 어둡다 빠르다 쎄다 없다 춥다 귀엽다 가볍다 아쉽다 같다 예쁘다 그렇다 알차다 착하다 아름답다 멋있다 놀랍다 야무지다 힘겹다 작다 다 낫다 크다 넓다 맛있다 높다 싫다 많다 엄청나다 쉽다 멀다 강하다 귀찮다 빡세다 늦다 맑다 낮다 흐리다 심하다 밝다 나쁘다 어이없다 잘다 즐겁다 르다 적다 질기다 깊다 무겁다 드물다 하찮다 멋지다 고맙다 길다 짧다 바쁘다 어렵다 굳다 뜬금없다 부드럽다 편하다 덥다 싸다 가파르다 괜찮다 가깝다 좁다 무지하다 좋다 세다 새롭다 붉다 곱다 푸르다 비싸다 뒤늦다 똑같다 맛나다 재밌다 이쁘다 짙다
광복로문화패션거리,아쉬우다 맛없다 안타깝다 힘들다 있다 무섭다 어둡다 빠르다 없다 춥다 급하다 가볍다 귀엽다 아쉽다 같다 예쁘다 그렇다 아름답다 알차다 착하다 지나치다 그립다 멋있다 정겹다 작다 다 낫다 크다 넓다 맛있다 수많다 반갑다 높다 까맣다 많다 엄청나다 쉽다 시끄럽다 멀다 귀찮다 낡다 늦다 낮다 정신없다 흐리다 심하다 밝다 나쁘다 즐겁다 르다 적다 얇다 깊다 재미있다 궂다 멋지다 길다 짧다 바쁘다 우연찮다 편하다 덥다 배부르다 괜찮다 굵다 가깝다 좁다 묘하다 좋다 세다 새롭다 붉다 푸르다 약하다 비싸다 예뿌다 똑같다 재밌다 이쁘다 느리다
광안리 SUP Zone,아쉬우다 드넓다 맛없다 커다랗다 편하다 아프다 작다 있다 덥다 못지않다 다 가깝다 쎄다 뜨겁다 묘하다 없다 춥다 크다 귀엽다 넓다 맛있다 어려우다 슬프다 아쉽다 좋다 세다 새롭다 거칠다 즐겁다 르다 반갑다 붉다 높다 색다르다 적다 같다 예쁘다 그렇다 재미있다 아름답다 알차다 검다 많다 젊다 비싸다 엄청나다 고맙다 멋지다 멋있다 똑같다 쉽다 재밌다 이쁘다 어렵다 귀찮다 늦다
광안리어방축제,안타깝다 힘들다 눈부시다 있다 빠르다 춥다 없다 급하다 가볍다 귀엽다 갑작스럽다 아쉽다 추우다 같다 예쁘다 그렇다 알차다 착하다 아름답다 멋있다 야무지다 안녕하다 작다 이렇다 다 크다 고프다 넓다 맛있다 수많다 높다 기쁘다 싫다 많다 엄청나다 쉽다 멀다 강하다 진하다 귀찮다 늦다 아프다 심하다 오래다 밝다 르다 즐겁다 적다 깊다 재미있다 저렇다 젊다 고맙다 멋지다 길다 재빠르다 짧다 바쁘다 어렵다 귀여우다 부드럽다 편하다 덥다 배부르다 싸다 괜찮다 재미없다 섭하다 좋다 세다 새롭다 환하다 검다 비싸다 재밌다 이쁘다 어떻다
광안리패들보드,힘들다 있다 부럽다 무섭다 빠르다 쎄다 없다 춥다 급하다 귀엽다 가볍다 힘드다 아쉽다 추우다 색다르다 같다 그렇다 예쁘다 상관없다 알차다 아름답다 하얗다 멋있다 고르다 습하다 야무지다 힘겹다 작다 이렇다 다 크다 고프다 넓다 맛있다 아깝다 높다 겉다 싫다 많다 엄청나다 쉽다 멀다 강하다 얕다 진하다 귀찮다 빡세다 뿌옇다 늦다 맑다 정신없다 흐리다 아프다 더럽다 심하다 밝다 나쁘다 어이없다 낯설다 어떠다 르다 즐겁다 적다 얇다 조다 깊다 나다 재미있다 무겁다 저렇다 어지럽다 멋지다 길다 짧다 바쁘다 어렵다 차갑다 차다 부드럽다 편하다 가까우다 갓다 덥다 싸다 배부르다 괜찮다 가깝다 뽀얗다 어떻다 좁다 어려우다 좋다 세다 새롭다 붉다 시다 배고프다 검다 푸르다 약하다 예뿌다 뒤늦다 똑같다 파랗다 맛나다 재밌다 힘차다 이쁘다 알맞다
광안리해변 테마거리,맛없다 힘들다 있다 무섭다 빠르다 없다 춥다 급하다 귀엽다 가볍다 아쉽다 같다 예쁘다 그렇다 상관없다 알차다 아름답다 잽싸다 지나치다 멋있다 야무지다 작다 이렇다 실하다 다 낫다 크다 넓다 맛있다 반갑다 높다 싫다 많다 멀다 귀찮다 늦다 맑다 흐리다 아프다 심하다 오래다 밝다 나쁘다 낯설다 어떠다 르다 뜻깊다 즐겁다 얇다 깊다 재미있다 무겁다 젊다 멋지다 길다 짧다 바쁘다 어렵다 우연찮다 부드럽다 편하다 활기차다 덥다 괜찮다 좁다 섭하다 맵다 좋다 새롭다 붉다 비싸다 예뿌다 똑같다 맛나다 재밌다 이쁘다 어떻다
광안리해수욕장,맛없다 힘들다 빠르다 조그맣다 쎄다 춥다 귀엽다 힘드다 갑작스럽다 아쉽다 같다 그렇다 상관없다 정겹다 습하다 야무지다 힘겹다 드넓다 고프다 기쁘다 많다 귀찮다 죠다 맑다 낮다 더럽다 과하다 옳다 기름지다 얇다 비좁다 깊다 조다 저렇다 고맙다 하찮다 재빠르다 짧다 굳다 뜬금없다 편하다 덥다 싸다 가파르다 굵다 뽀얗다 어려우다 슬프다 시다 검다 배고프다 노랗다 있다 없다 가볍다 손색없다 알차다 멋있다 찐하다 흔하다 이렇다 부끄럽다 맛있다 아깝다 높다 겉다 까맣다 싫다 엄청나다 빡세다 낡다 정신없다 동그랗다 사이좋다 잘다 어떠다 즐겁다 나다 웁다 빨갛다 외롭다 바쁘다 귀여우다 가깝다 찹다 험하다 새롭다 붉다 연하다 곱다 뒤늦다 똑같다 파랗다 재밌다 힘차다 이쁘다 알맞다 아쉬우다 안타깝다 비리다 못지않다 무섭다 어둡다 급하다 손쉽다 추우다 색다르다 싱겁다 착하다 하얗다 놀랍다 앙증맞다 작다 다 크다 잦다 더우다 스럽다 세차다 쉽다 멀다 강하다 얕다 뿌옇다 흐리다 아프다 심하다 뜨겁다 밝다 나쁘다 어이없다 쩔다 낯설다 뜻깊다 질기다 재미있다 슴슴하다 궂다 젊다 어지럽다 멋지다 귀하다 어렵다 차갑다 뜨다 부드럽다 갓다 활기차다 어딨다 좁다 재미없다 무지하다 거칠다 좋다 약하다 비싸다 예뿌다 지겹다 느리다 덜하다 눈부시다 인상깊다 부럽다 두껍다 어리다 해맑다 예쁘다 아름답다 잽싸다 지나치다 그립다 고르다 안녕하다 실하다 징그럽다 희다 낫다 넓다 수많다 반갑다 재미나다 걸맞다 시끄럽다 틀림없다 진하다 늦다 르다 남다르다 적다 무겁다 길다 차다 가까우다 배부르다 괜찮다 따갑다 묘하다 섭하다 맵다 세다 환하다 아무렇다 푸르다 맛나다 짙다 어떻다
구덕 민속예술관,흔하다 맑다 힘들다 편하다 아프다 작다 있다 없다 크다 가볍다 넓다 귀엽다 맛있다 아쉽다 좋다 잦다 같다 예쁘다 그렇다 재미있다 싫다 많다 길다 멀다 짧다 빡세다
구덕문화공원,맛없다 힘들다 빠르다 조그맣다 쎄다 춥다 귀엽다 갑작스럽다 힘드다 아쉽다 같다 그렇다 상관없다 정겹다 습하다 야무지다 힘겹다 드넓다 고프다 기쁘다 많다 귀찮다 죠다 맑다 낮다 더럽다 과하다 오래다 옳다 기름지다 얇다 비좁다 조다 깊다 저렇다 드물다 고맙다 하찮다 재빠르다 짧다 굳다 뜬금없다 편하다 덥다 가파르다 싸다 굵다 어려우다 슬프다 시다 검다 배고프다 노랗다 커다랗다 있다 없다 가볍다 손색없다 알차다 멋있다 찐하다 흔하다 이렇다 부끄럽다 맛있다 아깝다 높다 겉다 까맣다 싫다 엄청나다 빡세다 낡다 정신없다 동그랗다 사이좋다 잘다 어떠다 즐겁다 틀리다 나다 웁다 빨갛다 외롭다 바쁘다 귀여우다 가깝다 찹다 험하다 새롭다 붉다 연하다 곱다 뒤늦다 똑같다 파랗다 재밌다 힘차다 이쁘다 수줍다 알맞다 아쉬우다 안타깝다 비리다 못지않다 무섭다 어둡다 급하다 손쉽다 추우다 색다르다 싱겁다 착하다 하얗다 놀랍다 앙증맞다 작다 다 크다 잦다 더우다 스럽다 세차다 쉽다 멀다 강하다 얕다 뿌옇다 흐리다 아프다 심하다 밝다 뜨겁다 나쁘다 어이없다 쩔다 낯설다 뜻깊다 질기다 재미있다 슴슴하다 궂다 젊다 어지럽다 멋지다 귀하다 어렵다 차갑다 우연찮다 뜨다 쓸데없다 부드럽다 갓다 활기차다 어딨다 좁다 재미없다 무지하다 거칠다 좋다 약하다 비싸다 예뿌다 지겹다 느리다 덜하다 눈부시다 인상깊다 부럽다 두껍다 어리다 해맑다 예쁘다 아름답다 잽싸다 지나치다 그립다 고르다 실하다 징그럽다 희다 낫다 넓다 수많다 반갑다 재미나다 걸맞다 시끄럽다 틀림없다 진하다 늦다 뛰어나다 르다 남다르다 적다 무겁다 길다 차다 가까우다 배부르다 괜찮다 따갑다 묘하다 섭하다 맵다 세다 환하다 아무렇다 푸르다 맛나다 짙다 어떻다
구덕야영장,맑다 힘들다 작다 있다 따갑다 가깝다 없다 크다 가볍다 맛있다 좋다 붉다 높다 적다 같다 깊다 재미있다 아름답다 검다 많다 멋있다 길다 노랗다
구포 무장애숲길,맑다 낮다 편하다 작다 인상깊다 있다 가파르다 굵다 희다 다 빠르다 없다 가볍다 맛있다 힘드다 좋다 르다 깊다 예쁘다 같다 많다 비싸다 길다 쉽다 멀다 짧다
구포 어린이교통공원,맛없다 힘들다 빠르다 쎄다 춥다 귀엽다 힘드다 아쉽다 갑작스럽다 같다 그렇다 상관없다 정겹다 습하다 야무지다 힘겹다 드넓다 고프다 기쁘다 많다 귀찮다 죠다 맑다 낮다 더럽다 과하다 오래다 옳다 얇다 비좁다 깊다 조다 저렇다 드물다 고맙다 하찮다 재빠르다 짧다 굳다 뜬금없다 편하다 덥다 가파르다 싸다 굵다 뽀얗다 어려우다 슬프다 시다 배고프다 검다 노랗다 커다랗다 있다 없다 가볍다 손색없다 알차다 멋있다 흔하다 이렇다 부끄럽다 맛있다 아깝다 높다 겉다 까맣다 싫다 엄청나다 빡세다 낡다 정신없다 동그랗다 사이좋다 잘다 어떠다 즐겁다 틀리다 나다 웁다 빨갛다 외롭다 바쁘다 귀여우다 가깝다 찹다 험하다 새롭다 붉다 연하다 곱다 뒤늦다 똑같다 파랗다 재밌다 힘차다 이쁘다 수줍다 알맞다 아쉬우다 안타깝다 못지않다 무섭다 어둡다 급하다 손쉽다 추우다 색다르다 착하다 싱겁다 하얗다 놀랍다 앙증맞다 작다 다 크다 잦다 더우다 스럽다 세차다 쉽다 멀다 강하다 얕다 뿌옇다 흐리다 아프다 심하다 뜨겁다 밝다 나쁘다 어이없다 쩔다 낯설다 뜻깊다 질기다 재미있다 슴슴하다 어지럽다 젊다 궂다 멋지다 귀하다 어렵다 차갑다 뜨다 쓸데없다 부드럽다 갓다 활기차다 어딨다 좁다 재미없다 무지하다 거칠다 좋다 약하다 비싸다 예뿌다 지겹다 느리다 덜하다 눈부시다 인상깊다 부럽다 두껍다 어리다 해맑다 예쁘다 아름답다 잽싸다 지나치다 그립다 고르다 안녕하다 징그럽다 실하다 희다 낫다 넓다 수많다 반갑다 재미나다 걸맞다 시끄럽다 틀림없다 진하다 늦다 뛰어나다 르다 남다르다 적다 무겁다 길다 차다 가까우다 배부르다 괜찮다 따갑다 묘하다 섭하다 맵다 세다 환하다 아무렇다 푸르다 맛나다 짙다 어떻다
구포만세거리,맛없다 부드럽다 작다 있다 다 밝다 없다 크다 넓다 맛있다 좋다 수많다 르다 높다 같다 예쁘다 까맣다 재미있다 싫다 착하다 저렇다 드물다 많다 젊다 엄청나다 똑같다 재밌다 이쁘다 어렵다 진하다 귀찮다 늦다
국립 달음산자연휴양림,안타깝다 맑다 힘들다 낮다 알맞다 편하다 흐리다 작다 있다 이렇다 심하다 못지않다 가파르다 싸다 괜찮다 어둡다 무섭다 다 빠르다 덥다 가깝다 밝다 쎄다 좁다 없다 크다 급하다 가볍다 넓다 춥다 맛있다 나쁘다 아쉽다 좋다 세다 수많다 즐겁다 르다 반갑다 붉다 높다 환하다 그렇다 같다 깊다 재미있다 예쁘다 해맑다 싫다 아름답다 무겁다 저렇다 알차다 배고프다 잽싸다 검다 많다 엄청나다 고맙다 멋지다 멋있다 길다 놀랍다 쉽다 느리다 멀다 이쁘다 짧다 짙다 어떻다 귀찮다 늦다
