keyword,adj_102
태종사,커다랗다 안타깝다 맛없다 아쉬우다 힘들다 덜하다 눈부시다 인상깊다 비리다 있다 부럽다 못지않다 무섭다 어둡다 두껍다 빠르다 조그맣다 쎄다 어리다 없다 춥다 급하다 귀엽다 가볍다 손쉽다 힘드다 갑작스럽다 아쉽다 추우다 색다르다 손색없다 같다 예쁘다 그렇다 상관없다 아름답다 알차다 착하다 싱겁다 잽싸다 지나치다 하얗다 그립다 멋있다 놀랍다 고르다 앙증맞다 찐하다 정겹다 습하다 야무지다 힘겹다 흔하다 안녕하다 드넓다 작다 이렇다 다 낫다 부끄럽다 크다 고프다 넓다 맛있다 수많다 아깝다 반갑다 높다 잦다 겉다 까맣다 걸맞다 싫다 더우다 많다 엄청나다 스럽다 세차다 쉽다 시끄럽다 멀다 강하다 틀림없다 얕다 진하다 귀찮다 빡세다 낡다 늦다 죠다 뿌옇다 맑다 알맞다 낮다 정신없다 동그랗다 흐리다 아프다 더럽다 심하다 사이좋다 오래다 과하다 옳다 밝다 뜨겁다 나쁘다 어이없다 쩔다 잘다 낯설다 기름지다 르다 즐겁다 뜻깊다 남다르다 적다 얇다 질기다 깊다 조다 나다 재미있다 무겁다 저렇다 슴슴하다 궂다 젊다 어지럽다 웁다 고맙다 멋지다 하찮다 길다 귀하다 빨갛다 재빠르다 짧다 바쁘다 어렵다 굳다 차갑다 차다 우연찮다 귀여우다 뜨다 쓸데없다 뜬금없다 부드럽다 편하다 가까우다 갓다 활기차다 어딨다 덥다 가파르다 싸다 괜찮다 배부르다 굵다 가깝다 좁다 재미없다 묘하다 무지하다 섭하다 어려우다 거칠다 찹다 맵다 좋다 세다 새롭다 붉다 험하다 슬프다 연하다 환하다 곱다 시다 아무렇다 푸르다 검다 배고프다 약하다 비싸다 뒤늦다 예뿌다 똑같다 파랗다 맛나다 지겹다 재밌다 힘차다 이쁘다 짙다 노랗다 수줍다 어떻다 느리다
테라로사 수영점,안타깝다 힘들다 있다 부럽다 어둡다 빠르다 없다 가볍다 귀엽다 아쉽다 같다 예쁘다 그렇다 잽싸다 멋있다 놀랍다 고르다 습하다 힘겹다 흔하다 작다 희다 다 크다 고프다 넓다 맛있다 수많다 아깝다 반갑다 높다 겉다 걸맞다 싫다 많다 쉽다 시끄럽다 멀다 강하다 진하다 귀찮다 뿌옇다 늦다 맑다 낮다 뛰어나다 심하다 밝다 잘다 르다 즐겁다 적다 재미있다 저렇다 하찮다 멋지다 길다 짧다 바쁘다 어렵다 우연찮다 쓸데없다 뜬금없다 부드럽다 편하다 갓다 덥다 배부르다 괜찮다 가깝다 뽀얗다 좁다 묘하다 맵다 좋다 새롭다 붉다 비싸다 맛나다 재밌다 이쁘다
톤쇼우 광안점,아쉬우다 맛없다 덜하다 힘들다 있다 부럽다 무섭다 두껍다 빠르다 없다 급하다 귀엽다 힘드다 아쉽다 같다 예쁘다 그렇다 알차다 싱겁다 멋있다 고르다 찐하다 야무지다 작다 실하다 이렇다 다 낫다 크다 고프다 넓다 맛있다 수많다 아깝다 높다 겉다 싫다 많다 엄청나다 쉽다 멀다 강하다 진하다 귀찮다 빡세다 늦다 맑다 정신없다 심하다 뜨겁다 나쁘다 어이없다 낯설다 기름지다 르다 즐겁다 적다 얇다 질기다 깊다 저렇다 젊다 멋지다 길다 짧다 바쁘다 어렵다 차갑다 귀여우다 부드럽다 편하다 가까우다 덥다 배부르다 괜찮다 가깝다 좁다 어려우다 좋다 세다 붉다 검다 비싸다 맛나다 재밌다 어떻다
통일아시아드공원,맑다 힘들다 작다 있다 부럽다 괜찮다 없다 크다 넓다 아쉽다 낯설다 좋다 수많다 높다 잦다 같다 예쁘다 많다 멋지다 쉽다 멀다 이쁘다 얕다
팬스타부산주말원나잇크루즈,맛없다 힘들다 빠르다 조그맣다 쎄다 춥다 귀엽다 힘드다 갑작스럽다 아쉽다 같다 그렇다 상관없다 습하다 야무지다 힘겹다 드넓다 고프다 기쁘다 많다 귀찮다 죠다 맑다 낮다 과하다 오래다 옳다 기름지다 얇다 조다 깊다 저렇다 고맙다 하찮다 재빠르다 짧다 굳다 편하다 덥다 싸다 가파르다 굵다 슬프다 시다 검다 배고프다 노랗다 있다 없다 가볍다 알차다 멋있다 찐하다 흔하다 이렇다 맛있다 아깝다 높다 겉다 싫다 엄청나다 빡세다 낡다 정신없다 동그랗다 사이좋다 잘다 어떠다 즐겁다 나다 웁다 외롭다 바쁘다 귀여우다 가깝다 새롭다 붉다 곱다 뒤늦다 똑같다 파랗다 재밌다 이쁘다 수줍다 알맞다 아쉬우다 안타깝다 못지않다 무섭다 어둡다 급하다 추우다 색다르다 착하다 하얗다 놀랍다 앙증맞다 작다 다 크다 잦다 더우다 세차다 쉽다 멀다 강하다 얕다 뿌옇다 흐리다 아프다 심하다 뜨겁다 밝다 나쁘다 어이없다 쩔다 낯설다 뜻깊다 질기다 재미있다 궂다 젊다 멋지다 귀하다 어렵다 차갑다 우연찮다 뜨다 쓸데없다 부드럽다 갓다 좁다 재미없다 무지하다 거칠다 좋다 약하다 비싸다 예뿌다 지겹다 느리다 눈부시다 인상깊다 부럽다 두껍다 어리다 해맑다 예쁘다 아름답다 잽싸다 지나치다 그립다 고르다 안녕하다 실하다 희다 낫다 넓다 수많다 반갑다 재미나다 걸맞다 시끄럽다 진하다 늦다 르다 적다 무겁다 길다 차다 가까우다 배부르다 괜찮다 묘하다 섭하다 맵다 세다 환하다 아무렇다 푸르다 맛나다 짙다 어떻다
평화공원,맛없다 힘들다 빠르다 조그맣다 쎄다 춥다 귀엽다 힘드다 갑작스럽다 아쉽다 같다 그렇다 상관없다 정겹다 습하다 야무지다 힘겹다 드넓다 고프다 기쁘다 많다 귀찮다 죠다 맑다 낮다 더럽다 과하다 오래다 옳다 기름지다 얇다 비좁다 깊다 조다 저렇다 드물다 고맙다 하찮다 재빠르다 짧다 굳다 뜬금없다 편하다 덥다 싸다 가파르다 굵다 뽀얗다 슬프다 시다 검다 배고프다 노랗다 커다랗다 있다 없다 가볍다 손색없다 알차다 멋있다 찐하다 흔하다 이렇다 부끄럽다 맛있다 아깝다 높다 겉다 까맣다 싫다 엄청나다 빡세다 낡다 정신없다 동그랗다 사이좋다 잘다 어떠다 즐겁다 틀리다 나다 웁다 빨갛다 외롭다 바쁘다 귀여우다 가깝다 찹다 험하다 새롭다 붉다 연하다 곱다 뒤늦다 똑같다 파랗다 재밌다 힘차다 이쁘다 수줍다 알맞다 아쉬우다 안타깝다 비리다 못지않다 무섭다 어둡다 급하다 손쉽다 추우다 색다르다 싱겁다 착하다 하얗다 놀랍다 앙증맞다 작다 다 크다 잦다 더우다 세차다 쉽다 멀다 강하다 얕다 뿌옇다 흐리다 아프다 심하다 밝다 뜨겁다 나쁘다 어이없다 쩔다 낯설다 뜻깊다 질기다 재미있다 슴슴하다 어지럽다 젊다 궂다 멋지다 귀하다 어렵다 차갑다 우연찮다 뜨다 쓸데없다 부드럽다 갓다 활기차다 어딨다 좁다 재미없다 무지하다 거칠다 좋다 약하다 비싸다 예뿌다 지겹다 느리다 덜하다 눈부시다 인상깊다 부럽다 두껍다 어리다 해맑다 예쁘다 아름답다 잽싸다 지나치다 그립다 고르다 안녕하다 징그럽다 실하다 희다 낫다 넓다 수많다 반갑다 재미나다 걸맞다 시끄럽다 틀림없다 진하다 늦다 뛰어나다 르다 적다 무겁다 길다 차다 가까우다 배부르다 괜찮다 따갑다 묘하다 섭하다 맵다 세다 환하다 아무렇다 푸르다 맛나다 짙다 어떻다
포항돼지국밥,맛없다 아쉬우다 힘들다 비리다 있다 부럽다 무섭다 빠르다 없다 귀엽다 가볍다 아쉽다 추우다 색다르다 그렇다 같다 예쁘다 알차다 아름답다 지나치다 놀랍다 습하다 야무지다 힘겹다 흔하다 드넓다 작다 이렇다 다 낫다 부끄럽다 크다 고프다 넓다 맛있다 높다 걸맞다 싫다 더우다 많다 엄청나다 쉽다 시끄럽다 멀다 강하다 진하다 죠다 늦다 맑다 아프다 뜨겁다 밝다 나쁘다 어이없다 르다 즐겁다 적다 얇다 비좁다 질기다 깊다 나다 저렇다 젊다 길다 빨갛다 재빠르다 짧다 바쁘다 어렵다 부드럽다 편하다 덥다 배부르다 싸다 괜찮다 가깝다 뽀얗다 좁다 맵다 좋다 붉다 연하다 시다 약하다 비싸다 예뿌다 똑같다 맛나다 재밌다 이쁘다 알맞다
풍원장미역국정찬 마린시티점,맛없다 커다랗다 덜하다 아쉬우다 힘들다 있다 부럽다 무섭다 빠르다 없다 춥다 급하다 귀엽다 아쉽다 같다 그렇다 예쁘다 지나치다 멋있다 안녕하다 작다 실하다 이렇다 다 크다 넓다 맛있다 아깝다 높다 걸맞다 싫다 많다 쉽다 시끄럽다 멀다 진하다 귀찮다 늦다 맑다 낮다 흐리다 오래다 뜨겁다 나쁘다 잘다 기름지다 르다 즐겁다 적다 얇다 질기다 깊다 나다 재미있다 슴슴하다 젊다 길다 짧다 어렵다 부드럽다 편하다 가까우다 덥다 싸다 배부르다 괜찮다 굵다 가깝다 뽀얗다 어떻다 좁다 좋다 세다 새롭다 푸르다 비싸다 똑같다 지겹다 맛나다 파랗다 재밌다 이쁘다 알맞다
피아크,맛없다 아쉬우다 힘들다 비리다 있다 부럽다 빠르다 없다 춥다 급하다 귀엽다 가볍다 아쉽다 같다 예쁘다 그렇다 알차다 아름답다 하얗다 멋있다 고르다 정겹다 야무지다 안녕하다 드넓다 작다 이렇다 희다 다 낫다 크다 고프다 넓다 맛있다 수많다 아깝다 높다 겉다 걸맞다 싫다 많다 엄청나다 쉽다 시끄럽다 멀다 귀찮다 죠다 늦다 맑다 알맞다 아프다 더럽다 심하다 뜨겁다 나쁘다 기름지다 잘다 르다 즐겁다 적다 얇다 깊다 재미있다 무겁다 저렇다 젊다 멋지다 길다 짧다 어렵다 부드럽다 편하다 덥다 싸다 배부르다 괜찮다 가깝다 좁다 어려우다 찹다 맵다 좋다 새롭다 붉다 곱다 시다 아무렇다 검다 비싸다 뒤늦다 똑같다 맛나다 재밌다 이쁘다 수줍다 어떻다
피아크 P.ARK,아쉬우다 맛없다 힘들다 있다 부럽다 어둡다 빠르다 없다 춥다 급하다 귀엽다 가볍다 아쉽다 추우다 그렇다 같다 예쁘다 알차다 착하다 아름답다 지나치다 멋있다 고르다 야무지다 안녕하다 드넓다 작다 이렇다 다 낫다 크다 고프다 넓다 맛있다 수많다 아깝다 높다 걸맞다 싫다 더우다 많다 엄청나다 시끄럽다 멀다 강하다 진하다 귀찮다 죠다 늦다 맑다 낮다 뛰어나다 아프다 심하다 뜨겁다 밝다 나쁘다 즐겁다 르다 적다 얇다 깊다 재미있다 저렇다 젊다 웁다 길다 짧다 어렵다 부드럽다 편하다 덥다 배부르다 싸다 괜찮다 굵다 가파르다 가깝다 좁다 무지하다 찹다 좋다 시다 아무렇다 비싸다 뒤늦다 똑같다 맛나다 재밌다 이쁘다 어떻다
핑거스앤챗,맛없다 힘들다 비리다 있다 부럽다 무섭다 두껍다 어둡다 빠르다 조그맣다 쎄다 없다 춥다 급하다 가볍다 귀엽다 힘드다 갑작스럽다 아쉽다 추우다 같다 그렇다 예쁘다 상관없다 알차다 착하다 아름답다 잽싸다 멋있다 야무지다 안녕하다 작다 이렇다 실하다 다 낫다 크다 고프다 넓다 맛있다 아깝다 높다 겉다 재미나다 걸맞다 싫다 많다 엄청나다 세차다 쉽다 멀다 귀찮다 뿌옇다 늦다 알맞다 낮다 정신없다 뛰어나다 동그랗다 아프다 과하다 뜨겁다 밝다 나쁘다 르다 즐겁다 적다 얇다 조다 깊다 재미있다 저렇다 궂다 젊다 멋지다 길다 짧다 바쁘다 어렵다 부드럽다 편하다 갓다 덥다 싸다 괜찮다 굵다 가깝다 찹다 좋다 환하다 아무렇다 배고프다 비싸다 예뿌다 똑같다 파랗다 맛나다 재밌다 이쁘다 어떻다 느리다
하단포구웅어축제,부드럽다 낮다 작다 있다 덥다 싸다 없다 크다 맛있다 아쉽다 세다 좋다 높다 연하다 같다 그렇다 예쁘다 싱겁다 많다 똑같다 재밌다
하리선착장,맛없다 맑다 힘들다 아프다 작다 있다 덥다 무섭다 괜찮다 다 가깝다 좁다 없다 크다 가볍다 넓다 맛있다 아쉽다 좋다 새롭다 르다 반갑다 높다 적다 같다 예쁘다 싫다 알차다 무겁다 약하다 많다 비싸다 지나치다 멋지다 멋있다 똑같다 놀랍다 길다 재밌다 바쁘다 귀찮다 뿌옇다 늦다
한광미술관,다 쉽다 같다 없다 재밌다 귀엽다 넓다 싫다 있다 맛있다 덥다 좋다 어떻다 괜찮다 르다 많다
한국기독교선교박물관,안타깝다 힘들다 있다 무섭다 어둡다 빠르다 없다 춥다 급하다 가볍다 아쉽다 그렇다 같다 예쁘다 상관없다 아름답다 알차다 놀랍다 앙증맞다 작다 희다 다 크다 넓다 맛있다 수많다 아깝다 반갑다 높다 기쁘다 걸맞다 싫다 많다 쉽다 멀다 강하다 틀림없다 낡다 늦다 맑다 낮다 아프다 더럽다 심하다 옳다 나쁘다 낯설다 르다 즐겁다 뜻깊다 남다르다 적다 비좁다 깊다 나다 드물다 젊다 귀하다 길다 멋지다 짧다 어렵다 굳다 부드럽다 편하다 어딨다 싸다 괜찮다 좁다 슬프다 좋다 세다 새롭다 험하다 붉다 곱다 검다 맛나다 재밌다 힘차다 이쁘다 어떻다
한국신발관,같다 크다 재밌다 있다 좋다 많다
한월식당,맛없다 힘들다 인상깊다 비리다 있다 무섭다 빠르다 쎄다 없다 가볍다 아쉽다 같다 그렇다 예쁘다 상관없다 알차다 싱겁다 지나치다 정겹다 야무지다 힘겹다 작다 실하다 이렇다 다 크다 고프다 넓다 맛있다 수많다 반갑다 높다 겉다 싫다 많다 엄청나다 쉽다 멀다 강하다 진하다 귀찮다 빡세다 늦다 맑다 심하다 뜨겁다 밝다 나쁘다 어떠다 르다 적다 얇다 깊다 재미있다 고맙다 멋지다 길다 짧다 어렵다 부드럽다 편하다 갓다 싸다 배부르다 괜찮다 가깝다 어떻다 좁다 섭하다 좋다 세다 아무렇다 비싸다 예뿌다 뒤늦다 똑같다 맛나다 재밌다 이쁘다 알맞다
할매 가야밀면,아쉬우다 안타깝다 맛없다 힘들다 비리다 있다 무섭다 두껍다 빠르다 쎄다 없다 춥다 귀엽다 가볍다 손쉽다 아쉽다 색다르다 같다 예쁘다 그렇다 아름답다 알차다 멋있다 찐하다 습하다 작다 다 크다 고프다 넓다 맛있다 수많다 아깝다 반갑다 높다 싫다 많다 엄청나다 쉽다 시끄럽다 멀다 강하다 틀림없다 진하다 귀찮다 늦다 맑다 흐리다 심하다 사이좋다 과하다 밝다 뜨겁다 나쁘다 잘다 뜻깊다 르다 즐겁다 적다 얇다 질기다 깊다 재미있다 저렇다 슴슴하다 웁다 고맙다 멋지다 길다 짧다 바쁘다 어렵다 차다 굳다 부드럽다 편하다 덥다 배부르다 싸다 괜찮다 굵다 가파르다 가깝다 좁다 섭하다 찹다 슬프다 맵다 좋다 세다 비싸다 예뿌다 똑같다 맛나다 재밌다 이쁘다
할매재첩국 부산본점,맛없다 안타깝다 힘들다 비리다 있다 부럽다 무섭다 빠르다 쎄다 없다 귀엽다 가볍다 힘드다 아쉽다 같다 그렇다 예쁘다 상관없다 아름답다 알차다 그립다 고르다 찐하다 야무지다 안녕하다 작다 이렇다 다 크다 넓다 맛있다 수많다 높다 걸맞다 싫다 많다 엄청나다 세차다 쉽다 멀다 강하다 진하다 귀찮다 죠다 늦다 맑다 낮다 뛰어나다 흐리다 아프다 뜨겁다 나쁘다 잘다 르다 즐겁다 뜻깊다 틀리다 적다 얇다 깊다 재미있다 무겁다 저렇다 슴슴하다 젊다 고맙다 길다 짧다 바쁘다 우연찮다 부드럽다 편하다 갓다 덥다 배부르다 싸다 괜찮다 가깝다 뽀얗다 어떻다 좁다 맵다 좋다 곱다 푸르다 약하다 비싸다 뒤늦다 똑같다 맛나다 재밌다 이쁘다 알맞다 느리다
할매집,아쉬우다 안타깝다 힘들다 있다 무섭다 빠르다 조그맣다 쎄다 없다 춥다 급하다 귀엽다 가볍다 아쉽다 추우다 같다 예쁘다 그렇다 알차다 아름답다 착하다 지나치다 그립다 앙증맞다 찐하다 야무지다 작다 이렇다 징그럽다 다 크다 고프다 넓다 맛있다 수많다 아깝다 높다 기쁘다 겉다 싫다 많다 엄청나다 쉽다 시끄럽다 멀다 강하다 늦다 맑다 낮다 흐리다 아프다 심하다 옳다 밝다 뜨겁다 나쁘다 기름지다 르다 즐겁다 적다 얇다 깊다 저렇다 젊다 고맙다 멋지다 길다 외롭다 짧다 어렵다 차갑다 차다 쓸데없다 부드럽다 편하다 덥다 가파르다 싸다 괜찮다 배부르다 가깝다 좁다 묘하다 찹다 맵다 좋다 새롭다 비싸다 똑같다 지겹다 맛나다 재밌다 힘차다 이쁘다 짙다 수줍다
합천돼지국밥,맛없다 힘들다 비리다 있다 무섭다 빠르다 조그맣다 쎄다 없다 급하다 가볍다 귀엽다 갑작스럽다 아쉽다 같다 예쁘다 그렇다 아름답다 싱겁다 그립다 멋있다 고르다 찐하다 야무지다 흔하다 작다 이렇다 실하다 다 크다 고프다 넓다 맛있다 반갑다 높다 기쁘다 겉다 싫다 더우다 많다 엄청나다 쉽다 시끄럽다 멀다 강하다 진하다 귀찮다 늦다 맑다 낮다 정신없다 뛰어나다 심하다 과하다 옳다 밝다 뜨겁다 나쁘다 기름지다 잘다 르다 즐겁다 적다 얇다 깊다 재미있다 무겁다 저렇다 웁다 젊다 길다 빨갛다 짧다 바쁘다 뜨다 부드럽다 편하다 덥다 싸다 배부르다 괜찮다 가깝다 뽀얗다 좁다 맵다 좋다 험하다 새롭다 세다 연하다 곱다 검다 비싸다 똑같다 맛나다 재밌다 이쁘다 알맞다
