keyword,adj_count_2
부산어린이대공원,    좋다    4395      있다    2995      같다    2361      없다    1941      많다    1926      맛있다    1156      작다    365      크다    334      넓다    326      힘들다    319      괜찮다    287      재밌다    249      아쉽다    201      높다    194      편하다    169      재미있다    169      예쁘다    165      길다    157      맑다    132      짧다    122      쉽다    120      늦다    118      이쁘다    118      싫다    111     다 르다    107      즐겁다    97      그렇다    97      덥다    94      귀엽다    89      빠르다    87      멀다    78      가볍다    77      적다    76      어렵다    76      낮다    71      알차다    68      무섭다    59      멋지다    58      깊다    58      가깝다    53      엄청나다    52      부드럽다    47      멋있다    45      맛나다    43      좁다    43      야무지다    41      춥다    41      아름답다    40      나쁘다    40      급하다    38      이렇다    35      비싸다    35      반갑다    34      새롭다    34      맵다    34      붉다    33      싸다    32      가파르다    31      바쁘다    31      아프다    29      똑같다    28      밝다    28      심하다    28      얇다    27      지나치다    24      귀찮다    24      부럽다    23      아깝다    22      수많다    20      힘드다    19      짙다    18      흐리다    18      낯설다    17      진하다    16      젊다    16      저렇다    16      세다    15      낫다    15      맛없다    15      질기다    15      그립다    15      굳다    14      뜨겁다    14      고프다    14      강하다    14      고맙다    14      상관없다    13      어떻다    13      배부르다    12      지겹다    11      정신없다    11      검다    11      노랗다    11      안타깝다    10      놀랍다    10      느리다    10      얕다    10      빡세다    10      푸르다    9      겉다    9  
부산어린이워터파크_키득키득파크,    좋다    266      있다    207      없다    116      같다    102      많다    92      힘들다    29      작다    24      재밌다    19      재미있다    17      괜찮다    14      크다    14      낮다    12      넓다    12      편하다    11      아쉽다    10      길다    10      높다    9      맛있다    9      즐겁다    8      가볍다    7      춥다    7      가깝다    7      맑다    7      짧다    5      늦다    5      이쁘다    5      적다    4      뜨겁다    4      덥다    3      귀엽다    3      미끄럽다    3      깊다    3      멀다    3      파랗다    3      예쁘다    3      바쁘다    3      알차다    3      싫다    3      쉽다    3     다 르다    3      빠르다    2      낯설다    2      새롭다    2      반갑다    2      문제없다    2      차갑다    2      이렇다    2      싸다    2      낫다    2      멋지다    2      가파르다    2      심하다    2      그렇다    2      무섭다    2      좁다    2      흐리다    2      귀여우다    1      더럽다    1      소용없다    1      험하다    1      아프다    1      어리다    1      희다    1      높다랗다    1      질기다    1      지나치다    1      동그랗다    1      숨차다    1      올곧다    1      낡다    1      똑같다    1      푸르다    1      푸르르다    1      찹찹하다    1      궂다    1      시다    1      아깝다    1      부럽다    1      추우다    1      드넓다    1      따갑다    1      귀찮다    1      엄청나다    1      환하다    1      밝다    1      어렵다    1      어이없다    1      잦다    1      멋있다    1      빡세다    1      비싸다    1      얕다    1      옳다    1      안타깝다    1      어떠다    1      재미없다    1      예뻤다    1  
부산어묵체험관(삼진어묵),    좋다    151      있다    134      맛있다    126      같다    111      많다    78      없다    63      쉽다    13      넓다    11      재미있다    11      편하다    10      힘들다    9      예쁘다    8      높다    8      재밌다    8      작다    7      괜찮다    6      크다    6      아쉽다    6      귀엽다    6      엄청나다    5      맛나다    5      알차다    4     다 르다    4      그렇다    4      새롭다    3      짧다    3      적다    3      멋있다    3      늦다    3      야무지다    3      고르다    3      빠르다    3      찹다    2      굳다    2      뜻깊다    2      걸맞다    2      맑다    2      심하다    2      무겁다    2      비싸다    2      값싸다    1      농하다    1      쎄다    1      검다    1      힘드다    1      어렵다    1      깊다    1      안타깝다    1      길다    1      촌스럽다    1      문제없다    1      똑같다    1      속상하다    1      수많다    1      동그라다    1      가깝다    1      싫다    1      아쉬우다    1      낯설다    1      맛없다    1      즐겁다    1      싱겁다    1      파랗다    1      좁다    1      저렇다    1      어둡다    1      멀다    1      젊다    1      귀찮다    1      나쁘다    1      정신없다    1      뒤늦다    1      붉다    1      시다    1      지나치다    1  
부산어촌민속관,    있다    181      좋다    161      같다    91      많다    65      없다    57      작다    32      재미있다    22      크다    16      쉽다    11      맛있다    9      재밌다    9      편하다    7      어렵다    6      아쉽다    6      넓다    6      괜찮다    5      알차다    5      무섭다    4      귀엽다    4      예쁘다    4      힘들다    4      빠르다    4      재미없다    3      적다    3      반갑다    3      멋지다    3      새롭다    3      낡다    2      비싸다    2      짧다    2      가볍다    2      깊다    2      길다    2      높다    2      심하다    2      가깝다    2      부드럽다    2      급하다    2      싫다    2      밝다    2      묘하다    1      얇다    1      상관없다    1      성하다    1      어둡다    1      시끄럽다    1      저렇다    1      힘드다    1      낮다    1      강하다    1      이쁘다    1      검다    1      좁다    1      둥글다    1      잘다    1      멋있다    1      우렁차다    1      안타깝다    1      지나치다    1      굳다    1      젊다    1      어리다    1      징그럽다    1      멀다    1      가까우다    1     다 르다    1      붉다    1      즐겁다    1      고프다    1      배고프다    1      귀하다    1  
부산엑스더스카이,    좋다    4001      있다    3525      같다    2652      없다    2059      많다    1608      높다    1171      맛있다    803      예쁘다    372      작다    336      괜찮다    304      아쉽다    231      크다    220      넓다    201      재밌다    192      빠르다    175      늦다    163      멋있다    158      맑다    146      멋지다    144      편하다    142      무섭다    141      이쁘다    141      길다    140      짧다    137      비싸다    135      힘들다    133      그렇다    110      귀엽다    106      쉽다    101      재미있다    98     다 르다    95      적다    82      알차다    79      아름답다    70      아깝다    67      싫다    61      어렵다    59      밝다    58      덥다    58      나쁘다    52      좁다    51      멀다    50      낮다    48      즐겁다    48      새롭다    46      가볍다    45      부드럽다    42      드넓다    39      귀찮다    39      똑같다    38      깊다    36      가깝다    36      급하다    35      흐리다    31      싸다    30      맛나다    29      엄청나다    28      야무지다    27      반갑다    27      이렇다    27      아프다    25      수많다    24      부럽다    22      저렇다    22      춥다    22      지나치다    21      느리다    21      붉다    20      세다    20      색다르다    18      배부르다    17      뿌옇다    16      고맙다    16      낫다    15      젊다    15      파랗다    15      어떻다    13      바쁘다    13      맛없다    13      푸르다    12      심하다    12      아쉬우다    12      얇다    11      놀랍다    11      어둡다    11      상관없다    11      어지럽다    10      시끄럽다    10      질기다    9      뒤늦다    9      곱다    9      아무렇다    9      부끄럽다    9      나다    9      예뿌다    9      거칠다    9      고르다    8      조그맣다    8      안타깝다    8      하얗다    8  
부산영화체험박물관,    좋다    4687      있다    3702      같다    3127      많다    2518      없다    2379      맛있다    1048      재밌다    519      작다    467      재미있다    359      크다    357      넓다    329      괜찮다    293      예쁘다    280      힘들다    252      아쉽다    216      높다    209      쉽다    199      편하다    185      길다    184      알차다    180      늦다    175      그렇다    171      짧다    164      귀엽다    149     다 르다    127      즐겁다    111      이쁘다    110      멋지다    110      멋있다    110      맑다    108      싫다    107      빠르다    105      적다    99      멀다    87      좁다    85      비싸다    82      어렵다    82      깊다    80      덥다    79      가볍다    74      새롭다    72      아름답다    71      무섭다    65      급하다    60      엄청나다    58      야무지다    56      수많다    54      가깝다    53      밝다    52      귀찮다    50      맛나다    44      춥다    43      바쁘다    40      반갑다    38      똑같다    38      젊다    37      나쁘다    37      아깝다    36      낮다    36      저렇다    35      아프다    34      흐리다    33      부드럽다    31      지나치다    28      어떻다    25      고맙다    24      이렇다    24      싸다    23      부럽다    22      세다    22      얇다    20      낡다    19      심하다    19      낫다    18      붉다    16      뒤늦다    15      놀랍다    15      맛없다    15      고프다    15      정신없다    15      조다    15      그립다    15      습하다    14      어둡다    14      겉다    14      예뿌다    13      어지럽다    13      슬프다    13      걸맞다    13      빡세다    13      힘드다    13      하얗다    12      인상깊다    12      알맞다    12      색다르다    12      강하다    12      부끄럽다    12      쎄다    12      재미없다    12      드넓다    12  
부산영화촬영스튜디오,    좋다    106      있다    84      같다    64      많다    55      없다    45      맛있다    25      크다    12      재미있다    11      작다    10      힘들다    8      길다    7      수많다    7      편하다    6      넓다    6      재밌다    6      멋지다    5      밝다    5      아쉽다    4      그렇다    4      늦다    4      깊다    4      높다    4      똑같다    4      맑다    4      아름답다    4      괜찮다    4      이쁘다    3      반갑다    3      싫다    3      예쁘다    3     다 르다    3      멋있다    3      빠르다    2      멀다    2      붉다    2      쉽다    2      귀엽다    2      부드럽다    2      알차다    2      놀랍다    2      걸맞다    2      바쁘다    1      어질다    1      얕다    1      궂다    1      새롭다    1      적다    1      짧다    1      귀찮다    1      과하다    1      힘겹다    1      차다    1      맛나다    1      급하다    1      싱그럽다    1      고프다    1      멋없다    1      뒤늦다    1      예뿌다    1      구다    1      찹다    1      가까우다    1      가볍다    1      아프다    1      싶다    1      매끄럽다    1      싸다    1      어렵다    1      인상깊다    1      뜻깊다    1      머지않다    1      귀하다    1      노랗다    1      이렇다    1      어설프다    1      어지럽다    1      엄청나다    1      무섭다    1  
부산요트투어 3355마린,    좋다    238      같다    118      있다    118      많다    77      없다    66      예쁘다    30      재밌다    28      멋있다    25      이쁘다    20      넓다    16      크다    14      늦다    12      빠르다    11      짧다    11      쉽다    11      춥다    11      아름답다    10      편하다    10      괜찮다    10      멋지다    10      맛있다    10      길다    9      어렵다    8      아쉽다    8      작다    8      밝다    7      힘들다    7      수많다    7      가깝다    7      맑다    6      높다    6     다 르다    6      재미있다    4      무섭다    4      그렇다    4      비싸다    4      덥다    4      색다르다    3      젊다    3      반갑다    3      멀다    3      적다    3      세다    3      즐겁다    2      얇다    2      눈부시다    2      뛰어나다    2      예뿌다    2      낮다    2      새롭다    2      드넓다    2      아깝다    2      귀찮다    2      귀엽다    2      나쁘다    2      조다    2      쎄다    2      안타깝다    1      비리다    1      짙다    1      가볍다    1      묘하다    1      바쁘다    1      정신없다    1      똑같다    1      두껍다    1      시답다    1      후하다    1      어리다    1      흐리다    1      높디높다    1      착하다    1      힘차다    1      심하다    1      어둡다    1      수줍다    1      틀리다    1      굳다    1      지겹다    1      싫다    1      어려우다    1      이렇다    1      뜨겁다    1      시끄럽다    1      죠다    1      차다    1      맛나다    1      귀여우다    1      아무렇다    1      따숩다    1      미끄럽다    1      어떻다    1      활기차다    1      급하다    1      시덥잖다    1      야무지다    1      엄청나다    1      붉다    1      고맙다    1      아쉬우다    1  
부산원도심골목길축제,    좋다    111      있다    109      같다    73      많다    55      없다    37      맛있다    21      재미있다    17      힘들다    11      쉽다    8      어렵다    8      즐겁다    8      크다    6      길다    6      작다    6     다 르다    5      재밌다    5      짧다    5      덥다    5      알차다    4      멀다    4      젊다    4      귀찮다    4      어떻다    3      늦다    3      뜻깊다    3      높다    3      깊다    3      맛나다    3      적다    3      괜찮다    2      가볍다    2      귀엽다    2      색다르다    2      좁다    2      예쁘다    2      아름답다    2      붉다    2      무지하다    2      그렇다    2      드물다    1      진하다    1      낯설다    1      나다    1      번거롭다    1      밝다    1      힘차다    1      아쉽다    1      알맞다    1      쪼끄맣다    1      찌뿌둥하다    1      어떠다    1      바쁘다    1      이쁘다    1      무덥다    1      배고프다    1      재미없다    1      우연찮다    1      두껍다    1      흔하다    1      인상깊다    1      낡다    1      넓다    1      곱다    1      강하다    1      부럽다    1      싫다    1      편하다    1      폭넓다    1      흐리다    1     다 름없다    1      저렇다    1      힘드다    1      버겁다    1      뻔하다    1      빠르다    1      맛없다    1      얇다    1      멋지다    1      비싸다    1  
부산원아시아페스티벌(BOF),    같다    39      있다    33      많다    31      좋다    24      없다    21      크다    13      뜨겁다    6      그렇다    5      재밌다    5      높다    4      젊다    3     다 르다    3      아쉽다    3      걸맞다    3      빠르다    2      엄청나다    2      짧다    2      즐겁다    1      나다    1      못지않다    1      아깝다    1      맛있다    1      싸다    1      재미있다    1      안녕하다    1      넓다    1      드넓다    1      어떠다    1      뜨다    1      손쉽다    1      늦다    1      밝다    1      세다    1      멋있다    1      작다    1      힘드다    1      괜찮다    1      자리다    1      깊다    1      어렵다    1      바쁘다    1      쉽다    1      부끄럽다    1      예쁘다    1  
부산자갈치축제,    좋다    136      많다    122      같다    122      있다    100      없다    64      맛있다    49      괜찮다    23      크다    11      늦다    10      높다    7      작다    6      재밌다    6      재미있다    6      힘들다    5      멀다    5      어렵다    5      길다    5      편하다    4      수많다    4      아쉽다    4      쉽다    4      즐겁다    4      싸다    4     다 르다    4      활기차다    3      그렇다    3      나쁘다    3      맛나다    3      춥다    3      넓다    3      새롭다    3      예쁘다    3      야무지다    3      저렇다    2      맛없다    2      비싸다    2      가깝다    2      짧다    2      덥다    2      똑같다    2      좁다    2      가볍다    2      귀찮다    2      맵다    2      젊다    2      맑다    2      깊다    2      아프다    2      색다르다    1      실하다    1      질기다    1      멋있다    1      낮다    1      밝다    1      파랗다    1      귀여우다    1      어지럽다    1      이렇다    1      반갑다    1      안녕하다    1      어둡다    1      빨갛다    1      뒤늦다    1      싫다    1      정신없다    1      착하다    1      무지하다    1      야하다    1      재미없다    1      우연찮다    1      설다    1      알차다    1      힘드다    1      값싸다    1      궂다    1      적다    1      따숩다    1      곱다    1  
부산자연곤충마을,    좋다    179      같다    79      있다    79      많다    62      없다    54      작다    22      재밌다    14      예쁘다    12      빠르다    12      넓다    11      즐겁다    11      맛있다    11      쉽다    8      크다    8      좁다    8      굳다    7      편하다    7      짙다    7      힘들다    6      그렇다    6      알차다    6      어렵다    6      높다    6      새롭다    5      귀엽다    5      길다    5      멋지다    5      늦다    4      괜찮다    4      짧다    4      멀다    4      깊다    4      이쁘다    3      급하다    3      재미있다    3      멋있다    3      아쉽다    3      덥다    3      아름답다    3      파랗다    3      적다    2      고르다    2      싫다    2      어지럽다    2      부럽다    2      흐리다    2      상관없다    2      착하다    2      낫다    2      낮다    2      맑다    2      우연찮다    1      슬프다    1      험하다    1      못지않다    1      심하다    1      뜨겁다    1     다 름없다    1      구석지다    1      우하다    1      세다    1      징그럽다    1      아무렇다    1      지겹다    1      나쁘다    1      커다랗다    1      시다    1      활기차다    1      아프다    1      똑같다    1      노랗다    1      어떻다    1      부드럽다    1      겉다    1      어둡다    1      더우다    1      잘다    1      고프다    1      부시다    1      이렇다    1      강하다    1      무덥다    1      수많다    1      알맞다    1  
부산자유회관(부산통일관),    좋다    162      있다    124      많다    115      없다    112      같다    110      맛있다    64      작다    22      넓다    17      늦다    12      괜찮다    12      아름답다    12      크다    11      높다    10      멀다    9      귀엽다    9      예쁘다    7      길다    7      아쉽다    7      귀찮다    6      쉽다    6      맑다    6      그렇다    5      싫다    5      빠르다    5      적다    5      재밌다    5      수많다    5      밝다    5      힘들다    4     다 르다    4      짧다    4      멋지다    4      멋있다    4      부럽다    4      어렵다    3      재미있다    3      비싸다    3      편하다    3      맛나다    3      즐겁다    3      깊다    3      똑같다    3      좁다    3      새롭다    3      그립다    3      아깝다    3      싸다    2      알차다    2      고르다    2      가볍다    2      갑작스럽다    2      나다    2      저렇다    2      부드럽다    2      굵다    2      올곧다    2      심하다    2      놀랍다    2      이쁘다    2      비좁다    1      덥다    1      낫다    1      외롭다    1      재빠르다    1      거칠다    1      아쉬우다    1      예뻤다    1      가깝다    1      이렇다    1      지겹다    1      따사롭다    1      존다    1      바쁘다    1      차다    1      뜨겁다    1      젊다    1      무섭다    1      낯설다    1      고맙다    1      얼큰하다    1      아무렇다    1      배부르다    1      거세다    1      무겁다    1      부끄럽다    1      옳다    1      곧다    1      춥다    1      따갑다    1      진하다    1      지나치다    1      아프다    1      귀여우다    1      벅차다    1      볼품없다    1      급하다    1      안타깝다    1      얕다    1      대차다    1      손쉽다    1  
부산점자도서관,    좋다    175      있다    140      같다    116      없다    94      많다    80      맛있다    21      넓다    20      작다    19      크다    12      예쁘다    9      편하다    9      재미있다    8      높다    8      아쉽다    8      쉽다    8      깊다    7      괜찮다    7      즐겁다    6      새롭다    6      멋지다    5      어렵다    5      가깝다    5      덥다    5      빠르다    4      길다    4      가볍다    4      멀다    4      재밌다    4      알차다    3      힘들다    3      짧다    3      이쁘다    3      낫다    3      그렇다    3      멋있다    3      바쁘다    3      붉다    2      아름답다    2      늦다    2      적다    2      비싸다    2      나쁘다    2      엄청나다    2      수많다    2      인상깊다    2      반갑다    2      얇다    2      젊잖다    2      귀엽다    2      싫다    2      부드럽다    2      맛나다    2      그립다    2      야무지다    1      잘다    1      젊다    1      거칠다    1      굳다    1      귀찮다    1      춥다    1      놀랍다    1      흔하다    1      저렇다    1      어떻다    1      검다    1      맑다    1      경이롭다    1      습지다    1      좁다    1      친하다    1      기쁘다    1     다 르다    1      옥다    1      쉬우다    1      뜨시다    1      진하다    1      뜻깊다    1      어둡다    1      어떠다    1      맛없다    1      급하다    1      낮다    1      못지않다    1  
부산진성공원,    좋다    154      있다    113      없다    106      같다    105      많다    67      맛있다    24      그렇다    15      괜찮다    12      재미있다    12      늦다    11      예쁘다    10      짧다    9      작다    9      크다    9      재밌다    9      높다    9      맑다    8      길다    7      어렵다    6      힘들다    6      넓다    5      지나치다    5      아쉽다    5      싫다    5      밝다    4      쉽다    4      맛나다    4      편하다    4      빠르다    4      귀엽다    3      가깝다    3      나쁘다    3      적다    3      이쁘다    3      깊다    3      뜻깊다    2      아름답다    2      붉다    2      재미없다    2      비싸다    2      무섭다    2      정겹다    2      귀하다    2      엄청나다    2      알차다    2      부드럽다    2      춥다    2      맛없다    2      귀찮다    2      거침없다    1      어딨다    1      새롭다    1      시리다    1      곧다    1      어떻다    1      똑같다    1      느리다    1      귀여우다    1      좁다    1      질기다    1      가볍다    1      뛰어나다    1      덥다    1      단촐하다    1      뽀얗다    1      즐겁다    1      아프다    1      안타깝다    1      이렇다    1      둥그렇다    1      어리다    1      게으르다    1      놀랍다    1      야무지다    1      싸다    1      수많다    1      급하다    1      멋있다    1      쨍하다    1      강하다    1      정신없다    1      기름지다    1      빨갛다    1      슬프다    1      깐지다    1      멀다    1      굵다    1      나다    1      드물다    1      과하다    1      희다    1      젊다    1      오지다    1      세다    1      아깝다    1      쎄다    1      구지다    1      가까우다    1  
부산진일신여학교,    있다    15      같다    11      없다    10      좋다    9      많다    7      재미있다    5      높다    2      크다    2      귀여우다    1      맑다    1      힘들다    1      빠르다    1      엄청나다    1      늦다    1      길다    1      이렇다    1      깊다    1      좁다    1  
부산차량융합기술단(부산철도차량정비단),    구다    36      크다    26      맑다    20      있다    15      좋다    13      같다    11      조다    11      구리다    10      많다    9      높다    8      없다    6      작다    6      아프다    4      낮다    3      새롭다    3      길다    3      아쉽다    2      어렵다    2      깊다    2      나다    2      쎄다    2      수집다    2      고르다    1      재다    1      나쁘다    1      어지럽다    1      엄청나다    1      걸맞다    1      아름답다    1      적다    1      빠르다    1      밝다    1      검다    1      성기다    1      세다    1      쓰리다    1      씨다    1      대차다    1      에리다    1      칩다    1      강하다    1  
부산키자니아,    좋다    180      같다    137      있다    135      없다    103      많다    87      재밌다    36      재미있다    27      힘들다    18      길다    18      맛있다    16      싫다    15      작다    14      귀엽다    14      편하다    14      크다    12      괜찮다    11      늦다    11      아쉽다    10      즐겁다    10     다 르다    10      알차다    9      어렵다    9      예쁘다    9      빠르다    9      적다    8      그렇다    7      바쁘다    6      짧다    5      넓다    5      멀다    5      아깝다    4      똑같다    4      쉽다    4      비싸다    4      굳다    3      야무지다    3      지나치다    3      엄청나다    3      저렇다    3      밝다    2      재빠르다    2      아프다    2      빡세다    2      깊다    2      어리다    2      안타깝다    2      차다    2      잽싸다    2      정신없다    2      고르다    2      착하다    2      부끄럽다    2      낯설다    2      싸다    2      맛나다    2      배부르다    1      높다    1      뻘겋다    1      죠다    1      맵다    1      그립다    1      하얗다    1      고프다    1      사이좋다    1      좁다    1      어려우다    1      손색없다    1      얇다    1      안녕하다    1      멋지다    1      수많다    1      줄기차다    1      상관없다    1      덥다    1      뜻깊다    1      맛없다    1      기쁘다    1      급하다    1      춥다    1      잘다    1      심하다    1      숱하다    1  
부산태권도체험,    좋다    164      같다    110      없다    105      많다    80      있다    62      맛있다    32      재밌다    25      싫다    12      밝다    12      괜찮다    11      귀찮다    10      힘들다    8      길다    8      예쁘다    8      아프다    8      적다    7      크다    7      이쁘다    6      작다    6      재미있다    6      늦다    6      알차다    6      가볍다    6      고맙다    5      귀엽다    5      착하다    5      깊다    5      넓다    4      아쉽다    4      즐겁다    4      높다    4      편하다    4      똑같다    4      빠르다    4      부럽다    4      덥다    3      무섭다    3      싸다    3      맛나다    3      좁다    3      야무지다    3      그렇다    3      심하다    2      나쁘다    2      부끄럽다    2      검다    2      어렵다    2      저렇다    2      힘드다    2      멋지다    2      아름답다    2      어떻다    2     다 르다    2      시다    2      맑다    2      강하다    2      존다    1      나긋나긋하다    1      세다    1      못미덥다    1      구리다    1      부끄러우다    1      해맑다    1      쉽다    1      춥다    1      낮다    1      동그랗다    1      밭다    1      지나치다    1      재미나다    1      짧다    1      젊다    1      뜨다    1      죠다    1      무겁다    1      슬프다    1      바쁘다    1      드세다    1      서럽다    1      틀리다    1      어이없다    1      부드럽다    1      이렇다    1      얇다    1      읎다    1      느리다    1      귀여우다    1      급하다    1      친하다    1      약하다    1      멋있다    1      어떠다    1      어리다    1      쓸데없다    1      멀다    1      배고프다    1      비리다    1      안녕하다    1      푸르다    1      인상깊다    1  
부산푸드필름페스타,    좋다    101      있다    91      같다    90      많다    78      맛있다    66      없다    55      작다    10      맑다    10      재밌다    10      알차다    10      재미있다    9      힘들다    8      즐겁다    8      크다    7      늦다    7      예쁘다    6      아쉽다    6      적다    6      편하다    6      그렇다    4      높다    4      덥다    4      어렵다    4      짧다    3      싫다    3      괜찮다    3      쉽다    3      새롭다    3      귀엽다    3      반갑다    2      밝다    2      배부르다    2      이렇다    2      비싸다    2      바쁘다    2      멋있다    2      빠르다    2      급하다    2      인상깊다    2      존다    2      엄청나다    2      착하다    1      가볍다    1      짠하다    1      뒤늦다    1      덩그러다    1      싱겁다    1      남부럽다    1      힘차다    1      고맙다    1      멀다    1      저렇다    1      강하다    1      넓다    1      수많다    1      더우다    1      귀찮다    1      낮다    1      가까우다    1      쓸모있다    1      맛나다    1      나쁘다    1      지나치다    1      맵다    1      멋지다    1      야무지다    1      따갑다    1      후하다    1      재미나다    1      흥겹다    1      이쁘다    1      뜨겁다    1      기쁘다    1      진하다    1      길다    1      깊다    1      상관없다    1      뜨거우다    1      굵다    1      그럴싸하다    1      젊다    1      문제없다    1      끊임없다    1      얇다    1      곱다    1      습하다    1  
부산항 힐링야영장,    좋다    39      있다    33      같다    27      없다    25      많다    16      넓다    15      맛있다    8      작다    7      크다    6      예쁘다    5      조다    5     다 르다    3      높다    2      무섭다    2      덥다    2      힘들다    2      희다    2      부럽다    1      넓디넓다    1      적다    1      가볍다    1      재밌다    1      아쉽다    1      수많다    1      험하다    1      멀다    1      걸맞다    1      편하다    1      재미있다    1      급하다    1      늦다    1      싫다    1      맑다    1      가깝다    1      노랗다    1      나다    1      굵다    1      얇다    1      좁다    1      놉다    1      야무지다    1      젊다    1      웁다    1  
부산항축제,    좋다    190      같다    142      있다    128      많다    114      없다    96      맛있다    19      높다    19      크다    16      힘들다    14      재미있다    13      작다    13      예쁘다    12      길다    12      멋지다    11      재밌다    10      넓다    9      늦다    9      그렇다    8      편하다    8      이쁘다    8      아쉽다    7      빠르다    6      짧다    6      멋있다    5      괜찮다    5      깊다    5      덥다    5      뜨겁다    4      수많다    4      멀다    4      젊다    4      어렵다    3      나쁘다    3      급하다    3      맑다    3      즐겁다    3      알차다    3      가깝다    3      드넓다    3      푸르다    2      고맙다    2      가볍다    2      엄청나다    2      어리다    2      지나치다    2      시끄럽다    2      무겁다    2      똑같다    2      거칠다    2     다 르다    2      무섭다    2      비싸다    2      좁다    2      부럽다    2      밝다    2      조다    2      맛나다    2      짙다    1      하얗다    1      색다르다    1      빨갛다    1      붉다    1      까맣다    1      뜻깊다    1      걸맞다    1      따시다    1      습하다    1      심하다    1      폭넓다    1      낯설다    1      더우다    1      재빠르다    1      아무렇다    1      쨍하다    1      날카롭다    1      굵다    1      아프다    1      기름지다    1      묘하다    1      곧다    1      낡다    1      짠하다    1      고르다    1      싫다    1      강하다    1      두렵다    1      어려우다    1      뻔하다    1      고프다    1      우습다    1      어떻다    1      상관없다    1      귀엽다    1      춥다    1      땡그랗다    1      낮다    1      아름답다    1      귀찮다    1      아깝다    1      힘겹다    1  
부산항힐링야영장,    좋다    39      있다    33      같다    27      없다    25      많다    16      넓다    15      맛있다    8      작다    7      크다    6      예쁘다    5      조다    5     다 르다    3      높다    2      무섭다    2      덥다    2      힘들다    2      희다    2      부럽다    1      넓디넓다    1      적다    1      가볍다    1      재밌다    1      아쉽다    1      수많다    1      험하다    1      멀다    1      걸맞다    1      편하다    1      재미있다    1      급하다    1      늦다    1      싫다    1      맑다    1      가깝다    1      노랗다    1      나다    1      굵다    1      얇다    1      좁다    1      놉다    1      야무지다    1      젊다    1      웁다    1  
부산해양자연사박물관,    좋다    255      있다    228      같다    161      많다    145      없다    135      작다    48      크다    46      재밌다    23      아쉽다    20      알차다    17      재미있다    16      넓다    16      괜찮다    13      편하다    12      힘들다    10      높다    9      그렇다    9      엄청나다    8      싫다    8      무섭다    8      빠르다    8     다 르다    7      짧다    7      맛있다    7      쉽다    7      덥다    6      좁다    6      길다    5      귀엽다    5      저렇다    5      이쁘다    5      지나치다    4      즐겁다    4      늦다    4      가깝다    3      아름답다    3      귀찮다    3      놀랍다    3      예쁘다    3      멋지다    3      급하다    3      적다    3      느리다    3      깊다    3      커다랗다    2      똑같다    2      멋있다    2      짠하다    2      새롭다    2      재미없다    2      어렵다    2      안타깝다    2      착하다    2      나쁘다    2      붉다    2      맛나다    1      굳다    1      흐리다    1      인상깊다    1      못지않다    1      하얗다    1      어려우다    1      비싸다    1      번거롭다    1      반갑다    1      아프다    1      멀다    1      낯설다    1      수많다    1      심하다    1      아깝다    1      배부르다    1      고맙다    1      요렇다    1      고프다    1      뜬금없다    1      어둡다    1      검다    1      싸다    1      징그럽다    1      오래다    1      드물다    1      맑다    1      두서없다    1      이렇다    1      습하다    1      활기차다    1      간지럽다    1      정신없다    1      차갑다    1  
부산해양치유프로그램(광안리),    좋다    250      같다    152      있다    118      많다    102      없다    91      맛있다    18      예쁘다    18      재미있다    17      쉽다    15      괜찮다    15      재밌다    14      높다    12      넓다    12     다 르다    11      짧다    11      크다    11      깊다    11      어렵다    9      빠르다    8      멋있다    8      즐겁다    7      알차다    7      아름답다    7      작다    7      이쁘다    7      편하다    6      아쉽다    6      어떻다    6      힘들다    6      그렇다    6      새롭다    6      귀엽다    6      젊다    6      길다    6      늦다    5      멋지다    5      맑다    5      붉다    5      아프다    4      덥다    4      밝다    4      바쁘다    4      무섭다    3      춥다    3      심하다    3      싫다    3      뜨겁다    3      뜻깊다    3      어리다    2      슬프다    2      이렇다    2      멀다    2      급하다    2      까맣다    2      흐리다    2      부끄럽다    2      똑같다    2      심심찮다    2      강하다    2      약하다    2      고맙다    2      뛰어나다    2      죠다    1      아무렇다    1      저렇다    1      곧다    1      비싸다    1      없다다    1      세다    1      어려우다    1      가파르다    1      환하다    1      웁다    1      못지않다    1      올바르다    1      나다    1      힘차다    1      외롭다    1      걸맞다    1      부드럽다    1      습하다    1      검다    1      추우다    1      힘드다    1      귀찮다    1      더럽다    1      정신없다    1      맛나다    1      재미없다    1      찌뿌둥하다    1      굳다    1      진하다    1      부럽다    1      질기다    1      씨다    1      푸르다    1      수많다    1      빨갛다    1      무겁다    1      시답다    1  
